event_id,gorilla_id,event_date,group_id,illness_type,severity,days_ill,recovered,veterinary_treated,transmission_source,n_sym_tourists_in_window,days_since_earliest_exposure,max_severity_score,tourism_proximate,max_severity_in_window,linkage_confidence,attributed_source,age_category,immunocompromised
GHE-11184,G-0059,2021-07-27,Agasha,gastrointestinal,mild,3,1,0,background_seasonal,9,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11185,G-0059,2021-08-29,Agasha,respiratory,mild,8,1,0,tourism_linked,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11186,G-0059,2021-10-13,Agasha,respiratory,mild,5,1,0,background_seasonal,8,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11187,G-0059,2021-10-18,Agasha,respiratory,mild,3,1,0,background_seasonal,6,3.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11188,G-0059,2021-12-14,Agasha,respiratory,moderate,7,1,1,background_seasonal,7,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11189,G-0059,2022-01-12,Agasha,dermatological,severe,16,1,1,background_seasonal,9,3.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11190,G-0059,2022-02-20,Agasha,respiratory,mild,7,1,0,background_seasonal,2,12.0,2,True,moderate,0.6,tourism_attributed,adult_female,False
GHE-11191,G-0059,2022-03-25,Agasha,respiratory,moderate,8,1,1,background_seasonal,6,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11192,G-0059,2022-04-28,Agasha,respiratory,mild,5,1,0,background_seasonal,2,0.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-11193,G-0059,2022-04-30,Agasha,other,mild,5,1,0,background_seasonal,2,2.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-11194,G-0059,2022-05-14,Agasha,respiratory,mild,3,1,0,background_seasonal,2,0.0,2,True,moderate,0.72,tourism_attributed,adult_female,False
GHE-11195,G-0059,2022-05-15,Agasha,respiratory,moderate,9,1,1,background_seasonal,2,1.0,2,True,moderate,0.72,tourism_attributed,adult_female,False
GHE-11196,G-0059,2022-07-05,Agasha,respiratory,mild,7,1,0,tourism_linked,5,7.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-11197,G-0059,2022-07-28,Agasha,respiratory,mild,3,1,0,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11198,G-0059,2022-08-10,Agasha,respiratory,mild,7,1,0,background_seasonal,6,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11199,G-0059,2022-08-21,Agasha,respiratory,mild,8,1,0,tourism_linked,9,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11200,G-0059,2022-09-27,Agasha,respiratory,moderate,18,1,1,tourism_linked,4,5.0,2,True,moderate,0.88,tourism_attributed,adult_female,False
GHE-11201,G-0059,2022-10-16,Agasha,respiratory,moderate,12,1,1,background_seasonal,3,3.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-11202,G-0059,2022-12-12,Agasha,dermatological,mild,7,1,0,background_seasonal,6,5.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-11203,G-0059,2023-01-24,Agasha,respiratory,mild,4,1,0,tourism_linked,6,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11204,G-0059,2023-02-16,Agasha,dermatological,mild,4,1,0,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11205,G-0059,2023-03-01,Agasha,respiratory,moderate,15,1,1,background_seasonal,5,4.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-11206,G-0059,2023-03-07,Agasha,respiratory,moderate,15,1,1,background_seasonal,3,4.0,1,True,mild,0.73,tourism_attributed,adult_female,False
GHE-11207,G-0059,2023-03-16,Agasha,gastrointestinal,fatal,14,0,1,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11208,G-0059,2023-08-17,Agasha,respiratory,mild,5,1,0,tourism_linked,5,3.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-11209,G-0059,2023-08-18,Agasha,respiratory,fatal,14,0,1,background_seasonal,5,0.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-11210,G-0059,2023-11-09,Agasha,respiratory,fatal,18,0,0,background_seasonal,2,0.0,3,True,severe,0.8,tourism_attributed,adult_female,False
GHE-11211,G-0060,2015-02-08,Agasha,respiratory,moderate,9,1,1,tourism_linked,7,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11212,G-0060,2015-02-03,Agasha,respiratory,moderate,14,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11213,G-0060,2015-03-17,Agasha,dermatological,moderate,15,1,1,background_seasonal,3,8.0,1,True,mild,0.69,tourism_attributed,adult_female,False
GHE-11214,G-0060,2015-03-19,Agasha,respiratory,severe,19,1,1,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11215,G-0060,2015-03-24,Agasha,other,mild,6,1,0,background_seasonal,2,6.0,2,True,moderate,0.68,tourism_attributed,adult_female,False
GHE-11216,G-0060,2015-04-03,Agasha,respiratory,moderate,8,1,1,background_seasonal,3,4.0,1,True,mild,0.73,tourism_attributed,adult_female,False
GHE-11217,G-0060,2015-04-06,Agasha,gastrointestinal,moderate,9,1,1,background_seasonal,4,0.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-11218,G-0060,2015-04-12,Agasha,gastrointestinal,moderate,13,1,1,background_seasonal,4,4.0,2,True,moderate,0.88,tourism_attributed,adult_female,False
GHE-11219,G-0060,2015-05-12,Agasha,respiratory,mild,7,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11220,G-0060,2015-09-15,Agasha,respiratory,severe,20,1,1,tourism_linked,7,3.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11221,G-0060,2015-10-09,Agasha,gastrointestinal,mild,6,1,0,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-11222,G-0060,2015-11-07,Agasha,respiratory,moderate,15,1,1,tourism_linked,4,0.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11223,G-0060,2015-12-07,Agasha,respiratory,mild,7,1,0,background_seasonal,4,6.0,1,True,mild,0.83,tourism_attributed,adult_female,False
GHE-11224,G-0060,2015-12-26,Agasha,respiratory,mild,3,1,0,background_seasonal,3,0.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-11225,G-0060,2016-01-01,Agasha,dermatological,mild,4,1,0,background_seasonal,3,0.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-11226,G-0060,2016-01-22,Agasha,respiratory,moderate,8,1,0,tourism_linked,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-11227,G-0060,2016-01-15,Agasha,respiratory,mild,5,1,0,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-11228,G-0060,2016-01-25,Agasha,respiratory,moderate,14,1,1,background_seasonal,3,5.0,2,True,moderate,0.78,tourism_attributed,adult_female,False
GHE-11229,G-0060,2016-03-09,Agasha,respiratory,mild,5,1,0,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-11230,G-0060,2016-04-11,Agasha,gastrointestinal,mild,5,1,0,background_seasonal,3,0.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-11231,G-0060,2016-04-18,Agasha,respiratory,severe,35,1,1,tourism_linked,4,0.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-11232,G-0060,2016-05-08,Agasha,respiratory,mild,6,1,0,background_seasonal,1,0.0,2,True,moderate,0.62,tourism_attributed,adult_female,False
GHE-11233,G-0060,2016-05-15,Agasha,respiratory,mild,5,1,0,background_seasonal,2,0.0,3,True,severe,0.8,tourism_attributed,adult_female,False
GHE-11234,G-0060,2016-05-17,Agasha,respiratory,moderate,15,1,1,background_seasonal,3,1.0,3,True,severe,0.9,tourism_attributed,adult_female,False
GHE-11235,G-0060,2016-07-12,Agasha,respiratory,mild,4,1,0,background_seasonal,6,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11236,G-0060,2016-07-26,Agasha,respiratory,mild,5,1,0,background_seasonal,2,1.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-11237,G-0060,2016-08-22,Agasha,respiratory,mild,6,1,0,tourism_linked,6,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11238,G-0060,2016-10-24,Agasha,respiratory,mild,8,1,0,tourism_linked,2,0.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-11239,G-0060,2016-11-25,Agasha,gastrointestinal,moderate,12,1,1,background_seasonal,7,2.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11240,G-0060,2017-01-23,Agasha,respiratory,moderate,12,1,0,background_seasonal,1,3.0,2,True,moderate,0.62,tourism_attributed,adult_female,False
GHE-11241,G-0060,2017-02-01,Agasha,gastrointestinal,moderate,17,1,0,background_seasonal,2,5.0,2,True,moderate,0.68,tourism_attributed,adult_female,False
GHE-11242,G-0060,2017-04-06,Agasha,respiratory,mild,4,1,0,background_seasonal,1,12.0,2,True,moderate,0.5,tourism_attributed,adult_female,False
GHE-11243,G-0060,2017-04-25,Agasha,respiratory,moderate,16,1,0,background_seasonal,6,0.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11244,G-0060,2017-05-26,Agasha,respiratory,mild,3,1,0,tourism_linked,3,9.0,2,True,moderate,0.74,tourism_attributed,adult_female,False
GHE-11245,G-0060,2017-05-28,Agasha,respiratory,mild,3,1,0,background_seasonal,2,11.0,2,True,moderate,0.6,tourism_attributed,adult_female,False
GHE-11246,G-0060,2017-07-11,Agasha,respiratory,severe,33,1,1,background_seasonal,6,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11247,G-0060,2017-08-14,Agasha,respiratory,severe,24,1,0,tourism_linked,7,0.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11248,G-0060,2017-11-20,Agasha,respiratory,mild,3,1,0,background_seasonal,2,7.0,2,True,moderate,0.68,tourism_attributed,adult_female,False
GHE-11249,G-0060,2017-12-11,Agasha,respiratory,mild,6,1,0,tourism_linked,6,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11250,G-0060,2018-01-22,Agasha,respiratory,moderate,18,1,1,background_seasonal,2,5.0,2,True,moderate,0.68,tourism_attributed,adult_female,False
GHE-11251,G-0060,2018-03-04,Agasha,respiratory,mild,8,1,0,background_seasonal,5,5.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-11252,G-0060,2018-04-10,Agasha,respiratory,severe,34,1,1,tourism_linked,5,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11253,G-0060,2018-04-12,Agasha,respiratory,mild,6,1,0,background_seasonal,4,4.0,2,True,moderate,0.88,tourism_attributed,adult_female,False
GHE-11254,G-0060,2018-04-19,Agasha,respiratory,mild,3,1,0,background_seasonal,3,4.0,1,True,mild,0.73,tourism_attributed,adult_female,False
GHE-11255,G-0060,2018-05-06,Agasha,respiratory,moderate,9,1,1,background_seasonal,2,3.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-11256,G-0060,2018-05-21,Agasha,dermatological,moderate,9,1,1,background_seasonal,1,0.0,2,True,moderate,0.62,tourism_attributed,adult_female,False
GHE-11257,G-0060,2018-05-25,Agasha,injury,mild,8,1,0,background_seasonal,2,3.0,2,True,moderate,0.72,tourism_attributed,adult_female,False
GHE-11258,G-0060,2018-07-28,Agasha,respiratory,moderate,7,1,1,tourism_linked,6,3.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11259,G-0060,2018-10-01,Agasha,respiratory,mild,5,1,0,tourism_linked,5,5.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-11260,G-0060,2019-03-26,Agasha,respiratory,mild,3,1,0,background_seasonal,1,8.0,1,True,mild,0.49,tourism_possible,adult_female,False
GHE-11261,G-0060,2019-03-31,Agasha,respiratory,mild,7,1,0,background_seasonal,3,2.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-11262,G-0060,2019-05-15,Agasha,respiratory,moderate,11,1,1,background_seasonal,1,11.0,1,True,mild,0.45,tourism_possible,adult_female,False
GHE-11263,G-0060,2019-09-07,Agasha,respiratory,mild,5,1,0,background_seasonal,5,2.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-11264,G-0060,2019-10-23,Agasha,respiratory,mild,4,1,0,background_seasonal,4,4.0,2,True,moderate,0.88,tourism_attributed,adult_female,False
GHE-11265,G-0060,2020-01-13,Agasha,injury,mild,3,1,0,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-11266,G-0060,2020-01-25,Agasha,respiratory,mild,6,1,0,tourism_linked,8,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11267,G-0060,2020-03-20,Agasha,respiratory,mild,7,1,0,background_seasonal,1,5.0,1,True,mild,0.53,tourism_attributed,adult_female,False
GHE-11268,G-0060,2020-04-11,Agasha,respiratory,mild,3,1,0,background_seasonal,0,,0,False,none,0.0,non_tourism,adult_female,False
GHE-11269,G-0060,2020-04-26,Agasha,respiratory,severe,29,1,0,background_seasonal,3,1.0,3,True,severe,0.9,tourism_attributed,adult_female,False
GHE-11270,G-0060,2020-05-10,Agasha,respiratory,mild,6,1,0,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-11271,G-0060,2020-05-11,Agasha,dermatological,mild,6,1,0,background_seasonal,3,3.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-11272,G-0060,2020-05-13,Agasha,respiratory,moderate,15,1,1,background_seasonal,3,0.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-11273,G-0060,2020-05-21,Agasha,respiratory,moderate,7,1,1,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-11274,G-0060,2020-06-16,Agasha,respiratory,mild,6,1,0,background_seasonal,8,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11275,G-0060,2020-06-30,Agasha,gastrointestinal,mild,3,1,0,background_seasonal,8,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11276,G-0060,2020-10-23,Agasha,respiratory,moderate,16,1,0,background_seasonal,3,1.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-11277,G-0060,2021-01-19,Agasha,respiratory,severe,23,1,1,tourism_linked,8,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11278,G-0060,2021-02-24,Agasha,dermatological,mild,7,1,0,background_seasonal,6,3.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11279,G-0060,2021-02-26,Agasha,respiratory,mild,6,1,0,background_seasonal,7,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11280,G-0060,2021-03-11,Agasha,respiratory,mild,7,1,0,background_seasonal,2,10.0,1,True,mild,0.59,tourism_attributed,adult_female,False
GHE-11281,G-0060,2021-03-26,Agasha,respiratory,mild,4,1,0,background_seasonal,1,9.0,1,True,mild,0.49,tourism_possible,adult_female,False
GHE-11282,G-0060,2021-04-15,Agasha,dermatological,mild,8,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11283,G-0060,2021-05-14,Agasha,respiratory,mild,4,1,0,background_seasonal,2,0.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-11284,G-0060,2021-05-26,Agasha,respiratory,mild,5,1,0,background_seasonal,4,5.0,2,True,moderate,0.88,tourism_attributed,adult_female,False
GHE-11285,G-0060,2021-06-15,Agasha,respiratory,severe,26,1,1,tourism_linked,3,9.0,2,True,moderate,0.74,tourism_attributed,adult_female,False
GHE-11286,G-0060,2021-06-24,Agasha,respiratory,moderate,14,1,1,background_seasonal,4,3.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-11287,G-0060,2021-07-16,Agasha,respiratory,severe,34,1,0,tourism_linked,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11288,G-0060,2021-07-12,Agasha,other,mild,7,1,0,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_female,False
GHE-11289,G-0060,2021-08-13,Agasha,respiratory,mild,8,1,0,tourism_linked,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11290,G-0060,2021-10-16,Agasha,respiratory,mild,5,1,0,background_seasonal,7,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11291,G-0060,2022-01-11,Agasha,respiratory,mild,7,1,0,background_seasonal,9,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11292,G-0060,2022-01-27,Agasha,respiratory,mild,8,1,0,tourism_linked,8,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11293,G-0060,2022-02-23,Agasha,respiratory,moderate,17,1,1,background_seasonal,0,,0,False,none,0.0,non_tourism,adult_female,False
GHE-11294,G-0060,2022-03-17,Agasha,respiratory,mild,6,1,0,background_seasonal,2,1.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-11295,G-0060,2022-03-28,Agasha,respiratory,moderate,15,1,0,background_seasonal,8,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11296,G-0060,2022-03-31,Agasha,respiratory,moderate,17,1,1,tourism_linked,7,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11297,G-0060,2022-04-16,Agasha,dermatological,mild,8,1,0,background_seasonal,2,5.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-11298,G-0060,2022-05-11,Agasha,respiratory,mild,8,1,0,background_seasonal,1,13.0,1,True,mild,0.45,tourism_possible,adult_female,False
GHE-11299,G-0060,2022-05-31,Agasha,respiratory,mild,8,1,0,background_seasonal,3,9.0,1,True,mild,0.69,tourism_attributed,adult_female,False
GHE-11300,G-0060,2022-07-16,Agasha,respiratory,mild,4,1,0,background_seasonal,1,10.0,3,True,severe,0.62,tourism_attributed,adult_female,False
GHE-11301,G-0060,2022-08-30,Agasha,respiratory,mild,8,1,0,tourism_linked,12,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11302,G-0060,2022-10-01,Agasha,respiratory,moderate,16,1,1,background_seasonal,2,9.0,2,True,moderate,0.64,tourism_attributed,adult_female,False
GHE-11303,G-0060,2022-10-28,Agasha,gastrointestinal,severe,24,1,0,background_seasonal,0,,0,False,none,0.0,non_tourism,adult_female,False
GHE-11304,G-0060,2022-12-12,Agasha,respiratory,mild,5,1,0,background_seasonal,6,5.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-11305,G-0060,2023-01-11,Agasha,respiratory,moderate,9,1,1,background_seasonal,2,9.0,1,True,mild,0.59,tourism_attributed,adult_female,False
GHE-11306,G-0060,2023-04-09,Agasha,other,mild,6,1,0,background_seasonal,2,0.0,2,True,moderate,0.72,tourism_attributed,adult_female,False
GHE-11307,G-0060,2023-06-25,Agasha,respiratory,mild,4,1,0,tourism_linked,5,8.0,2,True,moderate,0.94,tourism_attributed,adult_female,False
GHE-11308,G-0060,2023-07-05,Agasha,gastrointestinal,mild,8,1,0,background_seasonal,3,0.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-11309,G-0060,2023-08-15,Agasha,respiratory,mild,7,1,0,background_seasonal,5,1.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-11310,G-0060,2023-10-05,Agasha,respiratory,mild,6,1,0,background_seasonal,2,9.0,2,True,moderate,0.64,tourism_attributed,adult_female,False
GHE-11311,G-0060,2023-12-08,Agasha,respiratory,moderate,9,1,1,background_seasonal,2,9.0,1,True,mild,0.59,tourism_attributed,adult_female,False
GHE-11312,G-0061,2015-01-11,Agasha,other,moderate,8,1,1,background_seasonal,0,,0,False,none,0.0,non_tourism,adult_female,False
GHE-11313,G-0061,2015-02-12,Agasha,respiratory,moderate,13,1,1,background_seasonal,6,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11314,G-0061,2015-03-05,Agasha,respiratory,mild,4,1,0,background_seasonal,0,,0,False,none,0.0,non_tourism,adult_female,False
GHE-11315,G-0061,2015-03-14,Agasha,respiratory,mild,6,1,0,background_seasonal,3,5.0,1,True,mild,0.73,tourism_attributed,adult_female,False
GHE-11316,G-0061,2015-03-24,Agasha,respiratory,moderate,11,1,1,background_seasonal,2,6.0,2,True,moderate,0.68,tourism_attributed,adult_female,False
GHE-11317,G-0061,2015-04-04,Agasha,respiratory,mild,4,1,0,background_seasonal,3,5.0,1,True,mild,0.73,tourism_attributed,adult_female,False
GHE-11318,G-0061,2015-04-29,Agasha,respiratory,mild,8,1,0,background_seasonal,3,1.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-11319,G-0061,2015-06-08,Agasha,respiratory,moderate,7,1,1,tourism_linked,5,4.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-11320,G-0061,2015-08-05,Agasha,respiratory,severe,22,1,1,tourism_linked,7,0.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11321,G-0061,2015-09-06,Agasha,injury,moderate,11,1,0,background_seasonal,3,4.0,2,True,moderate,0.78,tourism_attributed,adult_female,False
GHE-11322,G-0061,2015-10-05,Agasha,respiratory,severe,15,1,1,background_seasonal,2,2.0,2,True,moderate,0.72,tourism_attributed,adult_female,False
GHE-11323,G-0061,2015-11-09,Agasha,respiratory,fatal,21,0,1,background_seasonal,4,2.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11324,G-0061,2015-11-30,Agasha,respiratory,moderate,13,1,1,background_seasonal,6,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11325,G-0061,2015-12-17,Agasha,respiratory,moderate,12,1,1,tourism_linked,3,2.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-11326,G-0061,2016-02-03,Agasha,respiratory,mild,6,1,0,background_seasonal,3,0.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-11327,G-0061,2016-03-16,Agasha,respiratory,mild,6,1,0,background_seasonal,2,7.0,2,True,moderate,0.68,tourism_attributed,adult_female,False
GHE-11328,G-0061,2016-03-24,Agasha,dermatological,moderate,13,1,1,background_seasonal,1,5.0,1,True,mild,0.53,tourism_attributed,adult_female,False
GHE-11329,G-0061,2016-03-27,Agasha,gastrointestinal,severe,19,1,1,background_seasonal,2,1.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-11330,G-0061,2016-03-28,Agasha,respiratory,mild,6,1,0,background_seasonal,2,2.0,1,True,mild,0.67,tourism_attributed,adult_female,False
GHE-11331,G-0061,2016-03-30,Agasha,dermatological,mild,6,1,0,background_seasonal,2,4.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-11332,G-0061,2016-04-27,Agasha,respiratory,mild,4,1,0,background_seasonal,2,5.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-11333,G-0061,2016-05-21,Agasha,respiratory,moderate,16,1,0,background_seasonal,5,2.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11334,G-0061,2016-06-05,Agasha,respiratory,mild,8,1,0,background_seasonal,4,0.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-11335,G-0061,2016-06-30,Agasha,gastrointestinal,mild,6,1,0,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11336,G-0061,2016-08-04,Agasha,respiratory,mild,6,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11337,G-0061,2016-09-01,Agasha,respiratory,mild,4,1,0,background_seasonal,7,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11338,G-0061,2016-11-24,Agasha,respiratory,fatal,13,0,1,tourism_linked,8,1.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11339,G-0061,2016-11-25,Agasha,dermatological,mild,3,1,0,background_seasonal,7,2.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11340,G-0061,2016-12-11,Agasha,respiratory,moderate,9,1,0,background_seasonal,6,3.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11341,G-0061,2017-03-04,Agasha,respiratory,fatal,17,0,0,tourism_linked,5,2.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11342,G-0061,2017-08-01,Agasha,respiratory,mild,3,1,0,tourism_linked,4,2.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11343,G-0061,2017-08-24,Agasha,respiratory,fatal,8,0,1,tourism_linked,5,3.0,3,True,severe,1.0,tourism_attributed,adult_female,False
GHE-11344,G-0061,2017-09-06,Agasha,respiratory,moderate,15,1,1,background_seasonal,4,0.0,1,True,mild,0.87,tourism_attributed,adult_female,False
GHE-11345,G-0061,2017-09-15,Agasha,respiratory,moderate,10,1,0,background_seasonal,5,0.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-11346,G-0061,2017-09-16,Agasha,other,mild,5,1,0,background_seasonal,3,1.0,1,True,mild,0.77,tourism_attributed,adult_female,False
GHE-11347,G-0061,2017-10-19,Agasha,dermatological,mild,5,1,0,background_seasonal,5,0.0,1,True,mild,0.97,tourism_attributed,adult_female,False
GHE-11348,G-0061,2017-11-06,Agasha,dermatological,mild,3,1,0,background_seasonal,4,5.0,2,True,moderate,0.88,tourism_attributed,adult_female,False
GHE-11349,G-0061,2017-12-05,Agasha,respiratory,mild,5,1,0,tourism_linked,4,4.0,2,True,moderate,0.88,tourism_attributed,adult_female,False
GHE-11350,G-0061,2017-11-28,Agasha,respiratory,moderate,17,1,1,background_seasonal,2,2.0,2,True,moderate,0.72,tourism_attributed,adult_female,False
GHE-11351,G-0061,2018-01-06,Agasha,respiratory,moderate,17,1,0,background_seasonal,3,3.0,2,True,moderate,0.82,tourism_attributed,adult_female,False
GHE-11352,G-0061,2018-03-05,Agasha,respiratory,mild,5,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11353,G-0061,2018-06-18,Agasha,respiratory,moderate,8,1,1,background_seasonal,1,5.0,1,True,mild,0.53,tourism_attributed,adult_female,False
GHE-11354,G-0061,2018-10-03,Agasha,respiratory,mild,5,1,0,background_seasonal,5,7.0,2,True,moderate,0.98,tourism_attributed,adult_female,False
GHE-11355,G-0061,2018-11-21,Agasha,respiratory,mild,7,1,0,background_seasonal,6,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11356,G-0061,2019-01-12,Agasha,respiratory,mild,8,1,0,background_seasonal,1,0.0,1,True,mild,0.57,tourism_attributed,adult_female,False
GHE-11357,G-0061,2019-02-18,Agasha,respiratory,mild,8,1,0,background_seasonal,8,1.0,2,True,moderate,1.0,tourism_attributed,adult_female,False
GHE-11358,G-0061,2019-03-08,Agasha,respiratory,mild,5,1,0,background_seasonal,2,5.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-11359,G-0061,2019-03-10,Agasha,respiratory,mild,5,1,0,background_seasonal,2,7.0,1,True,mild,0.63,tourism_attributed,adult_female,False
GHE-11360,G-0061,2019-03-12,Agasha,injury,severe,28,1,0,background_seasonal,2,9.0,1,True,mild,0.59,tourism_attributed,adult_female,False
GHE-11362,G-0061,2019-04-12,Agasha,respiratory,mild,8,1,0,background_seasonal,6,0.0,1,True,mild,0.97,tourism_attributed,adult_female,False
