event_id,gorilla_id,event_date,group_id,illness_type,severity,days_ill,recovered,veterinary_treated,transmission_source,linked_tourist_visit,name,sex,age_years,age_category,immunocompromised,status,altitude_m,year,month,quarter,season,rainfall_mm,temp_mean_c,humidity_pct,is_respiratory,is_severe,is_fatal
GHE-11528,G-0062,2022-11-10,Agasha,respiratory,mild,8,True,False,tourism_linked,2022-11-06,Kurudi,M,8,subadult,False,alive,3100,2022,11,4,wet_short,0.43,11.3,79.1,1,0,0
GHE-11527,G-0062,2022-10-27,Agasha,respiratory,mild,6,True,False,background_seasonal,,Kurudi,M,8,subadult,False,alive,3100,2022,10,4,wet_short,6.28,9.9,77.4,1,0,0
GHE-11523,G-0062,2022-08-20,Agasha,respiratory,mild,5,True,False,background_seasonal,,Kurudi,M,8,subadult,False,alive,3100,2022,8,3,dry_long,1.25,13.3,57.6,1,0,0
GHE-11522,G-0062,2022-07-15,Agasha,respiratory,mild,7,True,False,tourism_linked,2022-07-06,Kurudi,M,8,subadult,False,alive,3100,2022,7,3,dry_long,0.8,13.2,57.3,1,0,0
GHE-11520,G-0062,2022-05-21,Agasha,gastrointestinal,mild,7,True,False,background_seasonal,,Kurudi,M,8,subadult,False,alive,3100,2022,5,2,wet_long,1.5,11.2,74.2,0,0,0
GHE-11519,G-0062,2022-04-10,Agasha,respiratory,mild,8,True,False,background_seasonal,,Kurudi,M,8,subadult,False,alive,3100,2022,4,2,wet_long,1.24,10.6,88.4,1,0,0
GHE-11518,G-0062,2022-04-08,Agasha,dermatological,mild,3,True,False,background_seasonal,,Kurudi,M,8,subadult,False,alive,3100,2022,4,2,wet_long,34.13,9.8,88.5,0,0,0
GHE-11516,G-0062,2022-03-15,Agasha,dermatological,mild,7,True,False,background_seasonal,,Kurudi,M,8,subadult,False,alive,3100,2022,3,1,wet_long,6.66,11.4,87.6,0,0,0
GHE-11552,G-0063,2015-12-28,Agasha,injury,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2015,12,4,dry_short,0.71,12.1,62.8,0,0,0
GHE-11547,G-0063,2015-05-25,Agasha,injury,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2015,5,2,wet_long,2.1,10.4,74.5,0,0,0
GHE-11546,G-0063,2015-05-16,Agasha,respiratory,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2015,5,2,wet_long,13.61,9.7,84.0,1,0,0
GHE-11545,G-0063,2015-05-01,Agasha,gastrointestinal,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2015,5,2,wet_long,11.15,11.8,82.5,0,0,0
GHE-11544,G-0063,2015-04-16,Agasha,respiratory,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2015,4,2,wet_long,3.07,10.8,79.8,1,0,0
GHE-11542,G-0063,2015-03-31,Agasha,respiratory,mild,6,True,False,tourism_linked,2015-03-18,Makara,M,8,subadult,False,alive,3100,2015,3,1,wet_long,8.05,9.6,74.3,1,0,0
GHE-11541,G-0063,2015-03-02,Agasha,respiratory,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2015,3,1,wet_long,7.62,11.3,78.3,1,0,0
GHE-11540,G-0063,2015-02-05,Agasha,respiratory,mild,3,True,False,tourism_linked,2015-02-03,Makara,M,8,subadult,False,alive,3100,2015,2,1,dry_short,0.1,13.4,53.1,1,0,0
GHE-11538,G-0062,2023-12-06,Agasha,respiratory,mild,6,True,False,background_seasonal,,Kurudi,M,8,subadult,False,alive,3100,2023,12,4,dry_short,0.77,13.4,63.5,1,0,0
GHE-11535,G-0062,2023-07-05,Agasha,respiratory,mild,6,True,False,background_seasonal,,Kurudi,M,8,subadult,False,alive,3100,2023,7,3,dry_long,0.63,12.4,60.4,1,0,0
GHE-11534,G-0062,2023-06-20,Agasha,injury,mild,6,True,False,background_seasonal,,Kurudi,M,8,subadult,False,alive,3100,2023,6,2,dry_long,0.86,12.5,65.8,0,0,0
GHE-11533,G-0062,2023-05-25,Agasha,respiratory,mild,7,True,False,background_seasonal,,Kurudi,M,8,subadult,False,alive,3100,2023,5,2,wet_long,2.03,10.7,77.2,1,0,0
GHE-11568,G-0063,2017-01-20,Agasha,gastrointestinal,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,1,1,dry_short,1.62,13.6,50.5,0,0,0
GHE-11567,G-0063,2016-12-27,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2016,12,4,dry_short,1.61,13.1,60.2,1,0,0
GHE-11565,G-0063,2016-10-24,Agasha,other,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2016,10,4,wet_short,6.75,11.4,76.9,0,0,0
GHE-11563,G-0063,2016-09-13,Agasha,respiratory,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2016,9,3,dry_long,1.33,14.3,56.6,1,0,0
GHE-11562,G-0063,2016-08-05,Agasha,respiratory,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2016,8,3,dry_long,0.71,14.5,51.4,1,0,0
GHE-11561,G-0063,2016-06-15,Agasha,respiratory,mild,4,True,False,tourism_linked,2016-06-05,Makara,M,8,subadult,False,alive,3100,2016,6,2,dry_long,5.15,15.1,56.4,1,0,0
GHE-11560,G-0063,2016-04-30,Agasha,respiratory,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2016,4,2,wet_long,12.94,11.6,81.0,1,0,0
GHE-11559,G-0063,2016-04-23,Agasha,gastrointestinal,mild,7,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2016,4,2,wet_long,2.14,10.2,96.7,0,0,0
GHE-11558,G-0063,2016-03-25,Agasha,gastrointestinal,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2016,3,1,wet_long,2.54,11.1,84.8,0,0,0
GHE-11557,G-0063,2016-03-08,Agasha,gastrointestinal,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2016,3,1,wet_long,27.16,11.9,87.4,0,0,0
GHE-11556,G-0063,2016-03-01,Agasha,respiratory,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2016,3,1,wet_long,13.02,10.3,82.2,1,0,0
GHE-11584,G-0063,2017-11-06,Agasha,respiratory,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,11,4,wet_short,0.63,11.4,77.5,1,0,0
GHE-11583,G-0063,2017-10-16,Agasha,respiratory,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,10,4,wet_short,1.83,12.1,63.9,1,0,0
GHE-11582,G-0063,2017-10-12,Agasha,dermatological,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,10,4,wet_short,1.32,11.1,71.5,0,0,0
GHE-11581,G-0063,2017-10-01,Agasha,respiratory,mild,7,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,10,4,wet_short,11.22,11.0,71.0,1,0,0
GHE-11580,G-0063,2017-09-25,Agasha,respiratory,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,9,3,dry_long,1.01,15.1,59.8,1,0,0
GHE-11575,G-0063,2017-06-17,Agasha,respiratory,mild,5,True,False,tourism_linked,2017-06-13,Makara,M,8,subadult,False,alive,3100,2017,6,2,dry_long,0.41,14.8,56.1,1,0,0
GHE-11573,G-0063,2017-04-09,Agasha,gastrointestinal,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,4,2,wet_long,4.08,9.0,88.5,0,0,0
GHE-11572,G-0063,2017-03-26,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,3,1,wet_long,0.74,9.3,72.1,1,0,0
GHE-11570,G-0063,2017-03-15,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,3,1,wet_long,16.7,10.7,72.9,1,0,0
GHE-11586,G-0063,2017-11-23,Agasha,respiratory,mild,7,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,11,4,wet_short,1.53,9.0,75.3,1,0,0
GHE-11585,G-0063,2017-11-21,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,11,4,wet_short,12.69,12.0,78.5,1,0,0
GHE-02172,G-0018,2022-07-06,Susa,respiratory,mild,7,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2022,7,3,dry_long,3.6,14.0,52.2,1,0,0
GHE-02171,G-0018,2022-06-24,Susa,respiratory,mild,4,True,False,tourism_linked,2022-06-21,Giraneza,M,6,juvenile,False,alive,3200,2022,6,2,dry_long,3.68,13.2,64.9,1,0,0
GHE-02170,G-0018,2022-06-16,Susa,respiratory,mild,5,True,False,tourism_linked,2022-06-11,Giraneza,M,6,juvenile,False,alive,3200,2022,6,2,dry_long,5.51,11.1,54.5,1,0,0
GHE-02169,G-0018,2022-05-29,Susa,respiratory,mild,6,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2022,5,2,wet_long,4.55,9.3,83.6,1,0,0
GHE-02168,G-0018,2022-05-28,Susa,respiratory,mild,8,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2022,5,2,wet_long,0.2,10.4,89.7,1,0,0
GHE-02166,G-0018,2022-05-03,Susa,respiratory,mild,4,True,False,tourism_linked,2022-04-22,Giraneza,M,6,juvenile,False,alive,3200,2022,5,2,wet_long,10.73,9.9,84.4,1,0,0
GHE-02165,G-0018,2022-04-23,Susa,other,mild,4,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2022,4,2,wet_long,7.31,14.3,81.5,0,0,0
GHE-02164,G-0018,2022-03-24,Susa,respiratory,mild,3,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2022,3,1,wet_long,10.46,10.4,80.9,1,0,0
GHE-02162,G-0018,2022-03-07,Susa,respiratory,mild,8,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2022,3,1,wet_long,6.43,10.7,83.8,1,0,0
GHE-11604,G-0063,2019-03-16,Agasha,respiratory,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2019,3,1,wet_long,1.68,10.2,90.3,1,0,0
GHE-11601,G-0063,2019-01-17,Agasha,respiratory,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2019,1,1,dry_short,1.27,13.7,71.4,1,0,0
GHE-11599,G-0063,2018-11-11,Agasha,gastrointestinal,mild,7,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2018,11,4,wet_short,15.74,11.6,69.1,0,0,0
GHE-11598,G-0063,2018-11-03,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2018,11,4,wet_short,1.78,10.4,66.9,1,0,0
GHE-11597,G-0063,2018-09-06,Agasha,respiratory,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2018,9,3,dry_long,0.86,12.7,65.4,1,0,0
GHE-11596,G-0063,2018-09-01,Agasha,respiratory,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2018,9,3,dry_long,1.1,14.3,44.3,1,0,0
GHE-11593,G-0063,2018-06-15,Agasha,respiratory,mild,4,True,False,tourism_linked,2018-06-02,Makara,M,8,subadult,False,alive,3100,2018,6,2,dry_long,0.47,13.7,72.6,1,0,0
GHE-11590,G-0063,2018-04-08,Agasha,respiratory,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2018,4,2,wet_long,25.63,11.4,80.5,1,0,0
GHE-11589,G-0063,2017-12-24,Agasha,respiratory,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,12,4,dry_short,4.75,11.9,63.1,1,0,0
GHE-11588,G-0063,2017-12-21,Agasha,respiratory,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,12,4,dry_short,0.74,14.7,73.2,1,0,0
GHE-11587,G-0063,2017-11-28,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2017,11,4,wet_short,4.64,11.2,73.0,1,0,0
GHE-11622,G-0063,2020-10-04,Agasha,respiratory,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2020,10,4,wet_short,4.22,12.1,75.4,1,0,0
GHE-11621,G-0063,2020-10-02,Agasha,respiratory,mild,7,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2020,10,4,wet_short,2.46,9.8,86.9,1,0,0
GHE-11620,G-0063,2020-08-03,Agasha,respiratory,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2020,8,3,dry_long,1.06,15.5,51.9,1,0,0
GHE-11618,G-0063,2020-05-26,Agasha,respiratory,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2020,5,2,wet_long,2.42,11.0,79.5,1,0,0
GHE-11616,G-0063,2020-04-21,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2020,4,2,wet_long,8.72,9.5,79.7,1,0,0
GHE-11614,G-0063,2020-02-01,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2020,2,1,dry_short,1.29,14.0,68.6,1,0,0
GHE-11613,G-0063,2020-01-10,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2020,1,1,dry_short,6.43,13.5,65.3,1,0,0
GHE-11611,G-0063,2019-12-04,Agasha,respiratory,mild,6,True,False,tourism_linked,2019-12-01,Makara,M,8,subadult,False,alive,3100,2019,12,4,dry_short,5.54,12.5,68.9,1,0,0
GHE-11610,G-0063,2019-11-11,Agasha,respiratory,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2019,11,4,wet_short,15.38,10.7,74.7,1,0,0
GHE-11609,G-0063,2019-11-06,Agasha,respiratory,mild,7,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2019,11,4,wet_short,1.84,11.0,75.3,1,0,0
GHE-11608,G-0063,2019-10-26,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2019,10,4,wet_short,2.6,12.2,69.3,1,0,0
GHE-11606,G-0063,2019-09-09,Agasha,respiratory,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2019,9,3,dry_long,1.5,12.7,48.7,1,0,0
GHE-11605,G-0063,2019-04-26,Agasha,respiratory,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2019,4,2,wet_long,13.37,12.4,80.2,1,0,0
GHE-11640,G-0063,2022-04-11,Agasha,injury,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2022,4,2,wet_long,14.06,11.4,81.3,0,0,0
GHE-11638,G-0063,2022-03-10,Agasha,gastrointestinal,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2022,3,1,wet_long,2.24,10.4,90.2,0,0,0
GHE-11637,G-0063,2022-03-09,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2022,3,1,wet_long,4.25,8.2,78.7,1,0,0
GHE-11635,G-0063,2021-12-16,Agasha,other,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2021,12,4,dry_short,5.19,12.5,71.6,0,0,0
GHE-11634,G-0063,2021-12-24,Agasha,respiratory,mild,7,True,False,tourism_linked,2021-12-10,Makara,M,8,subadult,False,alive,3100,2021,12,4,dry_short,1.03,13.0,55.0,1,0,0
GHE-11633,G-0063,2021-11-17,Agasha,respiratory,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2021,11,4,wet_short,5.19,12.5,69.6,1,0,0
GHE-11632,G-0063,2021-11-05,Agasha,dermatological,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2021,11,4,wet_short,6.3,9.8,77.8,0,0,0
GHE-11631,G-0063,2021-10-15,Agasha,respiratory,mild,3,True,False,tourism_linked,2021-10-13,Makara,M,8,subadult,False,alive,3100,2021,10,4,wet_short,7.32,10.5,65.3,1,0,0
GHE-11630,G-0063,2021-10-14,Agasha,respiratory,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2021,10,4,wet_short,2.37,10.8,71.6,1,0,0
GHE-11629,G-0063,2021-08-27,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2021,8,3,dry_long,3.59,14.0,57.0,1,0,0
GHE-11625,G-0063,2021-02-01,Agasha,dermatological,mild,7,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2021,2,1,dry_short,4.88,13.2,63.8,0,0,0
GHE-11624,G-0063,2020-11-24,Agasha,respiratory,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2020,11,4,wet_short,1.17,10.8,75.4,1,0,0
GHE-11659,G-0063,2023-05-25,Agasha,injury,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2023,5,2,wet_long,2.03,10.7,77.2,0,0,0
GHE-11658,G-0063,2023-05-15,Agasha,respiratory,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2023,5,2,wet_long,12.74,12.5,79.1,1,0,0
GHE-11657,G-0063,2023-05-02,Agasha,gastrointestinal,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2023,5,2,wet_long,1.29,10.6,77.3,0,0,0
GHE-11656,G-0063,2023-04-28,Agasha,respiratory,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2023,4,2,wet_long,13.4,10.7,83.6,1,0,0
GHE-11654,G-0063,2023-02-25,Agasha,respiratory,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2023,2,1,dry_short,3.99,13.7,63.2,1,0,0
GHE-11653,G-0063,2023-01-30,Agasha,respiratory,mild,3,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2023,1,1,dry_short,1.85,14.1,61.8,1,0,0
GHE-11649,G-0063,2022-11-15,Agasha,gastrointestinal,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2022,11,4,wet_short,2.85,12.1,69.5,0,0,0
GHE-11646,G-0063,2022-08-08,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2022,8,3,dry_long,2.85,13.5,66.7,1,0,0
GHE-11644,G-0063,2022-05-26,Agasha,injury,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2022,5,2,wet_long,5.2,11.2,78.6,0,0,0
GHE-11643,G-0063,2022-04-28,Agasha,respiratory,mild,6,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2022,4,2,wet_long,18.1,10.7,81.6,1,0,0
GHE-11642,G-0063,2022-04-17,Agasha,respiratory,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2022,4,2,wet_long,20.84,11.2,81.3,1,0,0
GHE-11641,G-0063,2022-04-13,Agasha,respiratory,mild,5,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2022,4,2,wet_long,24.43,10.7,81.4,1,0,0
GHE-11678,G-0064,2015-10-01,Agasha,respiratory,mild,3,True,False,tourism_linked,2015-09-18,Iyambere,M,7,juvenile,False,alive,3100,2015,10,4,wet_short,5.75,10.1,72.3,1,0,0
GHE-11676,G-0064,2015-07-21,Agasha,respiratory,mild,8,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,7,3,dry_long,4.81,14.2,61.9,1,0,0
GHE-11675,G-0064,2015-07-02,Agasha,respiratory,mild,4,True,False,tourism_linked,2015-06-21,Iyambere,M,7,juvenile,False,alive,3100,2015,7,3,dry_long,1.89,14.1,65.7,1,0,0
GHE-11674,G-0064,2015-06-21,Agasha,respiratory,mild,4,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,6,2,dry_long,1.92,13.9,49.7,1,0,0
GHE-11671,G-0064,2015-04-18,Agasha,respiratory,mild,5,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,4,2,wet_long,2.01,11.0,81.6,1,0,0
GHE-11670,G-0064,2015-04-07,Agasha,respiratory,mild,8,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,4,2,wet_long,1.69,10.0,84.3,1,0,0
GHE-11668,G-0064,2015-02-22,Agasha,respiratory,mild,4,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,2,1,dry_short,0.49,11.9,58.6,1,0,0
GHE-11667,G-0064,2015-01-30,Agasha,respiratory,mild,7,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,1,1,dry_short,1.74,11.9,71.6,1,0,0
GHE-11666,G-0063,2023-12-27,Agasha,dermatological,mild,4,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2023,12,4,dry_short,2.19,14.1,69.7,0,0,0
GHE-11664,G-0063,2023-10-07,Agasha,respiratory,mild,8,True,False,background_seasonal,,Makara,M,8,subadult,False,alive,3100,2023,10,4,wet_short,23.88,11.6,76.4,1,0,0
GHE-11662,G-0063,2023-08-22,Agasha,respiratory,mild,4,True,False,tourism_linked,2023-08-08,Makara,M,8,subadult,False,alive,3100,2023,8,3,dry_long,3.83,15.8,61.2,1,0,0
GHE-11695,G-0064,2016-06-07,Agasha,respiratory,mild,7,True,False,tourism_linked,2016-06-02,Iyambere,M,7,juvenile,False,alive,3100,2016,6,2,dry_long,0.17,15.1,59.8,1,0,0
GHE-11694,G-0064,2016-06-01,Agasha,respiratory,mild,3,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,6,2,dry_long,2.35,13.1,64.3,1,0,0
GHE-11693,G-0064,2016-05-29,Agasha,other,mild,4,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,5,2,wet_long,28.2,11.9,75.9,0,0,0
GHE-11691,G-0064,2016-05-23,Agasha,respiratory,mild,5,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,5,2,wet_long,12.2,10.6,79.6,1,0,0
GHE-11690,G-0064,2016-04-28,Agasha,respiratory,mild,7,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,4,2,wet_long,0.55,10.7,87.3,1,0,0
GHE-11688,G-0064,2016-03-27,Agasha,gastrointestinal,mild,7,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,3,1,wet_long,3.85,9.6,81.5,0,0,0
GHE-11687,G-0064,2016-03-18,Agasha,respiratory,mild,3,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,3,1,wet_long,4.75,10.1,87.0,1,0,0
GHE-11684,G-0064,2015-12-09,Agasha,respiratory,mild,3,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,12,4,dry_short,0.43,12.7,82.1,1,0,0
GHE-11683,G-0064,2015-11-20,Agasha,gastrointestinal,mild,3,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,11,4,wet_short,10.49,10.9,73.3,0,0,0
GHE-11682,G-0064,2015-11-16,Agasha,respiratory,mild,6,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,11,4,wet_short,4.35,11.3,70.9,1,0,0
GHE-11681,G-0064,2015-10-31,Agasha,respiratory,mild,8,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,10,4,wet_short,3.74,11.3,77.4,1,0,0
GHE-11679,G-0064,2015-10-10,Agasha,respiratory,mild,3,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2015,10,4,wet_short,10.36,11.3,71.3,1,0,0
GHE-02160,G-0018,2021-12-16,Susa,respiratory,mild,3,True,False,tourism_linked,2021-12-06,Giraneza,M,6,juvenile,False,alive,3200,2021,12,4,dry_short,5.19,12.5,71.6,1,0,0
GHE-02158,G-0018,2021-11-23,Susa,respiratory,mild,5,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2021,11,4,wet_short,1.59,12.1,88.6,1,0,0
GHE-02156,G-0018,2021-10-09,Susa,respiratory,mild,8,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2021,10,4,wet_short,9.19,10.4,75.5,1,0,0
GHE-02154,G-0018,2021-08-22,Susa,respiratory,mild,6,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2021,8,3,dry_long,1.13,12.7,56.4,1,0,0
GHE-02152,G-0018,2021-07-15,Susa,respiratory,mild,3,True,False,tourism_linked,2021-07-04,Giraneza,M,6,juvenile,False,alive,3200,2021,7,3,dry_long,0.8,14.8,54.1,1,0,0
GHE-02151,G-0018,2021-06-21,Susa,respiratory,mild,5,True,False,background_seasonal,,Giraneza,M,6,juvenile,False,alive,3200,2021,6,2,dry_long,1.48,13.4,55.8,1,0,0
GHE-02146,G-0018,2021-03-05,Susa,respiratory,mild,5,True,False,tourism_linked,2021-02-19,Giraneza,M,6,juvenile,False,alive,3200,2021,3,1,wet_long,0.8,10.1,82.4,1,0,0
GHE-02145,G-0018,2021-02-10,Susa,respiratory,mild,3,True,False,tourism_linked,2021-01-28,Giraneza,M,6,juvenile,False,alive,3200,2021,2,1,dry_short,0.44,13.1,70.9,1,0,0
GHE-11696,G-0064,2016-06-24,Agasha,respiratory,mild,8,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,6,2,dry_long,3.58,14.7,52.4,1,0,0
GHE-11716,G-0064,2017-07-11,Agasha,respiratory,mild,3,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2017,7,3,dry_long,0.85,13.7,63.9,1,0,0
GHE-11714,G-0064,2017-05-19,Agasha,dermatological,mild,3,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2017,5,2,wet_long,4.13,10.9,83.6,0,0,0
GHE-11713,G-0064,2017-05-05,Agasha,dermatological,mild,5,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2017,5,2,wet_long,1.84,10.6,72.6,0,0,0
GHE-11711,G-0064,2017-04-20,Agasha,gastrointestinal,mild,8,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2017,4,2,wet_long,32.36,10.1,84.2,0,0,0
GHE-11710,G-0064,2017-04-15,Agasha,injury,mild,4,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2017,4,2,wet_long,8.96,9.4,90.6,0,0,0
GHE-11708,G-0064,2017-03-11,Agasha,respiratory,mild,7,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2017,3,1,wet_long,1.86,9.6,87.1,1,0,0
GHE-11707,G-0064,2017-03-07,Agasha,respiratory,mild,3,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2017,3,1,wet_long,12.94,12.2,82.9,1,0,0
GHE-11705,G-0064,2017-02-09,Agasha,other,mild,4,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2017,2,1,dry_short,8.15,14.7,65.1,0,0,0
GHE-11702,G-0064,2016-12-15,Agasha,other,mild,7,True,False,background_seasonal,,Iyambere,M,7,juvenile,False,alive,3100,2016,12,4,dry_short,4.61,12.2,70.3,0,0,0
GHE-11701,G-0064,2016-12-10,Agasha,respiratory,mild,8,True,False,tourism_linked,2016-12-08,Iyambere,M,7,juvenile,False,alive,3100,2016,12,4,dry_short,1.12,13.1,68.9,1,0,0
