date,year,month,day_of_year,season,rainfall_mm,temp_max_c,temp_min_c,temp_mean_c,humidity_pct
2019-06-29,2019,6,180,dry_long,1.77,17.2,10.0,13.6,56.3
2019-06-30,2019,6,181,dry_long,0.53,18.1,11.0,14.5,65.0
2019-07-01,2019,7,182,dry_long,0.3,15.8,12.2,14.0,55.0
2019-07-02,2019,7,183,dry_long,1.15,16.7,9.6,13.2,57.2
2019-07-03,2019,7,184,dry_long,1.06,12.2,10.1,11.1,65.9
2019-07-04,2019,7,185,dry_long,0.23,17.2,11.0,14.1,54.6
2019-07-05,2019,7,186,dry_long,3.52,15.7,9.8,12.8,67.0
2019-07-06,2019,7,187,dry_long,0.47,16.4,11.3,13.8,59.3
2019-07-07,2019,7,188,dry_long,0.41,18.5,10.3,14.4,68.4
2019-07-08,2019,7,189,dry_long,1.7,16.6,7.8,12.2,57.2
2019-07-09,2019,7,190,dry_long,0.77,18.3,9.5,13.9,66.8
2019-07-10,2019,7,191,dry_long,0.19,17.5,8.5,13.0,51.2
2019-07-11,2019,7,192,dry_long,2.01,15.2,10.8,13.0,59.8
2019-07-12,2019,7,193,dry_long,1.87,17.8,10.7,14.3,57.4
2019-07-13,2019,7,194,dry_long,0.65,17.1,10.6,13.9,62.5
2019-07-14,2019,7,195,dry_long,2.88,17.6,11.8,14.7,56.8
2019-07-15,2019,7,196,dry_long,0.14,13.2,9.6,11.4,58.9
2019-07-16,2019,7,197,dry_long,1.01,18.5,11.7,15.1,59.4
2019-07-17,2019,7,198,dry_long,0.68,15.5,9.3,12.4,52.3
2019-07-18,2019,7,199,dry_long,0.62,17.1,9.8,13.4,61.8
2019-07-19,2019,7,200,dry_long,3.04,19.2,9.6,14.4,49.7
2019-07-20,2019,7,201,dry_long,3.04,15.7,10.0,12.8,55.1
2019-07-21,2019,7,202,dry_long,0.59,17.2,10.7,13.9,49.9
2019-07-22,2019,7,203,dry_long,1.14,16.6,11.4,14.0,65.4
2019-07-23,2019,7,204,dry_long,3.53,16.6,11.7,14.2,49.0
2019-07-24,2019,7,205,dry_long,0.72,20.9,10.5,15.7,62.2
2019-07-25,2019,7,206,dry_long,1.44,19.5,9.2,14.3,62.0
2019-07-26,2019,7,207,dry_long,0.88,17.5,10.3,13.9,52.8
2019-07-27,2019,7,208,dry_long,0.53,18.7,11.8,15.2,60.6
2019-07-28,2019,7,209,dry_long,0.16,17.5,8.2,12.8,45.2
2019-07-29,2019,7,210,dry_long,1.01,19.6,10.4,15.0,47.1
2019-07-30,2019,7,211,dry_long,0.44,17.5,12.4,14.9,55.1
2019-07-31,2019,7,212,dry_long,0.7,17.6,11.5,14.5,66.5
2019-08-01,2019,8,213,dry_long,0.45,17.6,11.3,14.4,59.6
2019-08-02,2019,8,214,dry_long,0.57,18.2,10.2,14.2,55.3
2019-08-03,2019,8,215,dry_long,0.1,18.9,9.8,14.3,47.6
2019-08-04,2019,8,216,dry_long,1.41,18.4,8.6,13.5,57.6
2019-08-05,2019,8,217,dry_long,1.59,18.2,10.2,14.2,68.1
2019-08-06,2019,8,218,dry_long,0.09,15.5,9.6,12.5,64.1
2019-08-07,2019,8,219,dry_long,3.47,18.0,10.2,14.1,64.9
2019-08-08,2019,8,220,dry_long,2.15,18.2,9.6,13.9,56.9
2019-08-09,2019,8,221,dry_long,4.23,17.0,11.4,14.2,56.4
2019-08-10,2019,8,222,dry_long,0.56,18.0,10.6,14.3,60.5
2019-08-11,2019,8,223,dry_long,0.61,18.3,12.1,15.2,50.5
2019-08-12,2019,8,224,dry_long,2.12,17.2,8.2,12.7,56.3
2019-08-13,2019,8,225,dry_long,0.22,17.3,10.9,14.1,62.2
2019-08-14,2019,8,226,dry_long,0.07,14.8,10.8,12.8,51.0
2019-08-15,2019,8,227,dry_long,0.07,19.6,8.6,14.1,55.5
2019-08-16,2019,8,228,dry_long,0.02,15.2,10.6,12.9,54.5
2019-08-17,2019,8,229,dry_long,2.82,18.7,11.6,15.1,43.4
2019-08-18,2019,8,230,dry_long,3.12,18.1,11.8,14.9,50.9
2019-08-19,2019,8,231,dry_long,0.12,16.7,12.3,14.5,63.7
2019-08-20,2019,8,232,dry_long,3.85,16.9,8.6,12.7,55.7
2019-08-21,2019,8,233,dry_long,1.01,15.8,12.5,14.1,63.4
2019-08-22,2019,8,234,dry_long,3.64,16.7,9.4,13.1,46.7
2019-08-23,2019,8,235,dry_long,0.26,18.3,9.9,14.1,49.9
2019-08-24,2019,8,236,dry_long,0.58,16.8,9.0,12.9,59.1
2019-08-25,2019,8,237,dry_long,1.69,16.0,11.9,13.9,57.0
2019-08-26,2019,8,238,dry_long,0.52,16.7,12.1,14.4,62.3
2019-08-27,2019,8,239,dry_long,1.84,15.6,10.9,13.2,63.3
2019-08-28,2019,8,240,dry_long,0.34,19.4,9.9,14.7,48.8
2019-08-29,2019,8,241,dry_long,4.12,15.4,10.7,13.0,64.0
2019-08-30,2019,8,242,dry_long,0.09,14.5,9.4,12.0,61.1
2019-08-31,2019,8,243,dry_long,1.82,19.1,9.8,14.5,56.7
2019-09-01,2019,9,244,dry_long,1.89,15.9,10.7,13.3,59.9
2019-09-02,2019,9,245,dry_long,1.04,15.7,10.8,13.3,56.2
2019-09-03,2019,9,246,dry_long,0.12,16.5,11.1,13.8,56.0
2019-09-04,2019,9,247,dry_long,0.07,19.9,11.3,15.6,66.1
2019-09-05,2019,9,248,dry_long,0.96,15.7,7.0,11.4,67.5
2019-09-06,2019,9,249,dry_long,0.01,16.2,12.1,14.1,55.5
2019-09-07,2019,9,250,dry_long,2.51,19.2,11.6,15.4,63.2
2019-09-08,2019,9,251,dry_long,0.02,18.3,8.0,13.1,56.9
2019-09-09,2019,9,252,dry_long,1.5,15.6,9.8,12.7,48.7
2019-09-10,2019,9,253,dry_long,0.71,20.3,11.2,15.8,60.2
2019-09-11,2019,9,254,dry_long,0.15,15.8,10.4,13.1,51.0
2019-09-12,2019,9,255,dry_long,1.11,15.8,12.0,13.9,45.9
2019-09-13,2019,9,256,dry_long,1.27,16.6,10.6,13.6,59.2
2019-09-14,2019,9,257,dry_long,0.47,18.0,11.5,14.8,52.0
2019-09-15,2019,9,258,dry_long,3.58,15.9,10.9,13.4,63.4
2019-09-16,2019,9,259,dry_long,3.61,15.0,8.1,11.6,58.6
2019-09-17,2019,9,260,dry_long,0.48,15.8,10.1,13.0,47.9
2019-09-18,2019,9,261,dry_long,0.68,19.8,8.8,14.3,66.9
2019-09-19,2019,9,262,dry_long,1.12,17.2,9.5,13.4,54.6
2019-09-20,2019,9,263,dry_long,5.7,18.1,10.2,14.2,64.9
2019-09-21,2019,9,264,dry_long,0.42,15.9,10.6,13.3,62.1
2019-09-22,2019,9,265,dry_long,3.59,17.6,12.9,15.2,62.6
2019-09-23,2019,9,266,dry_long,3.44,20.1,8.3,14.2,54.6
2019-09-24,2019,9,267,dry_long,0.21,18.3,11.5,14.9,58.6
2019-09-25,2019,9,268,dry_long,11.54,17.2,11.0,14.1,53.6
2019-09-26,2019,9,269,dry_long,0.3,15.6,9.6,12.6,60.7
2019-09-27,2019,9,270,dry_long,0.42,16.8,12.4,14.6,61.8
2019-09-28,2019,9,271,dry_long,1.6,18.8,11.5,15.2,54.0
2019-09-29,2019,9,272,dry_long,0.32,18.9,11.1,15.0,42.1
2019-09-30,2019,9,273,dry_long,0.52,18.2,11.3,14.8,51.6
2019-10-01,2019,10,274,wet_short,1.94,14.3,7.0,10.7,73.4
2019-10-02,2019,10,275,wet_short,2.86,14.7,9.8,12.3,71.5
2019-10-03,2019,10,276,wet_short,0.38,14.2,5.6,9.9,76.1
2019-10-04,2019,10,277,wet_short,2.34,16.7,5.5,11.1,73.4
2019-10-05,2019,10,278,wet_short,4.28,16.7,7.1,11.9,77.7
2019-10-06,2019,10,279,wet_short,1.57,14.0,7.8,10.9,78.1
2019-10-07,2019,10,280,wet_short,3.96,13.0,7.8,10.4,80.0
2019-10-08,2019,10,281,wet_short,10.7,15.8,7.2,11.5,67.1
2019-10-09,2019,10,282,wet_short,1.58,10.3,7.5,8.9,63.2
2019-10-10,2019,10,283,wet_short,1.13,14.1,8.2,11.1,71.7
2019-10-11,2019,10,284,wet_short,10.87,15.1,8.3,11.7,70.1
2019-10-12,2019,10,285,wet_short,1.15,14.4,8.4,11.4,72.7
2019-10-13,2019,10,286,wet_short,0.17,14.9,6.4,10.7,80.8
2019-10-14,2019,10,287,wet_short,12.05,12.4,8.0,10.2,72.5
2019-10-15,2019,10,288,wet_short,5.82,13.7,7.7,10.7,73.9
2019-10-16,2019,10,289,wet_short,7.19,13.5,8.1,10.8,75.7
2019-10-17,2019,10,290,wet_short,13.99,17.6,6.9,12.2,81.7
2019-10-18,2019,10,291,wet_short,18.28,17.0,7.2,12.1,69.7
2019-10-19,2019,10,292,wet_short,10.61,14.5,9.0,11.7,74.2
2019-10-20,2019,10,293,wet_short,28.27,15.4,7.0,11.2,74.6
2019-10-21,2019,10,294,wet_short,11.35,16.9,7.2,12.0,72.3
2019-10-22,2019,10,295,wet_short,1.7,16.7,9.5,13.1,78.4
2019-10-23,2019,10,296,wet_short,10.22,14.2,7.3,10.7,63.2
2019-10-24,2019,10,297,wet_short,0.17,13.1,7.6,10.4,66.6
2019-10-25,2019,10,298,wet_short,1.08,17.6,10.2,13.9,69.2
2019-10-26,2019,10,299,wet_short,2.6,14.6,9.8,12.2,69.3
2019-10-27,2019,10,300,wet_short,2.69,16.8,3.7,10.3,71.0
2019-10-28,2019,10,301,wet_short,0.54,16.4,9.0,12.7,66.5
2019-10-29,2019,10,302,wet_short,2.48,17.0,7.8,12.4,74.8
2019-10-30,2019,10,303,wet_short,3.47,15.4,6.5,11.0,67.7
2019-10-31,2019,10,304,wet_short,2.76,13.9,6.2,10.0,75.7
2019-11-01,2019,11,305,wet_short,7.18,18.1,4.9,11.5,79.9
2019-11-02,2019,11,306,wet_short,5.4,16.2,7.4,11.8,78.7
2019-11-03,2019,11,307,wet_short,4.4,12.3,8.5,10.4,73.6
2019-11-04,2019,11,308,wet_short,45.28,14.9,9.2,12.0,71.6
2019-11-05,2019,11,309,wet_short,1.35,16.0,8.4,12.2,74.6
2019-11-06,2019,11,310,wet_short,1.84,16.3,5.7,11.0,75.3
2019-11-07,2019,11,311,wet_short,28.18,17.2,5.9,11.6,62.8
2019-11-08,2019,11,312,wet_short,4.32,15.0,6.2,10.6,73.8
2019-11-09,2019,11,313,wet_short,3.14,13.8,8.1,11.0,73.9
2019-11-10,2019,11,314,wet_short,3.72,13.7,5.6,9.6,66.9
2019-11-11,2019,11,315,wet_short,15.38,15.9,5.5,10.7,74.7
2019-11-12,2019,11,316,wet_short,4.49,13.5,8.5,11.0,76.2
2019-11-13,2019,11,317,wet_short,0.97,12.6,5.6,9.1,75.0
2019-11-14,2019,11,318,wet_short,7.9,16.7,6.5,11.6,69.3
2019-11-15,2019,11,319,wet_short,2.1,15.7,7.5,11.6,74.2
2019-11-16,2019,11,320,wet_short,0.68,14.9,7.1,11.0,70.2
2019-11-17,2019,11,321,wet_short,9.08,13.6,7.3,10.4,71.8
2019-11-18,2019,11,322,wet_short,0.16,14.2,8.4,11.3,71.9
2019-11-19,2019,11,323,wet_short,8.86,18.4,9.6,14.0,63.8
2019-11-20,2019,11,324,wet_short,1.6,15.3,6.9,11.1,72.2
2019-11-21,2019,11,325,wet_short,4.88,16.4,5.3,10.8,72.5
2019-11-22,2019,11,326,wet_short,5.35,15.6,6.3,10.9,71.0
2019-11-23,2019,11,327,wet_short,1.72,14.4,7.4,10.9,73.3
2019-11-24,2019,11,328,wet_short,6.83,14.2,9.5,11.8,75.9
2019-11-25,2019,11,329,wet_short,3.13,13.6,7.1,10.3,77.3
2019-11-26,2019,11,330,wet_short,2.28,14.3,7.2,10.8,71.0
2019-11-27,2019,11,331,wet_short,9.27,12.0,5.7,8.8,70.9
2019-11-28,2019,11,332,wet_short,3.65,17.0,8.5,12.8,76.1
2019-11-29,2019,11,333,wet_short,1.96,16.4,8.1,12.2,86.9
2019-11-30,2019,11,334,wet_short,7.66,15.5,8.6,12.1,75.7
2019-12-01,2019,12,335,dry_short,3.18,18.1,10.2,14.2,67.3
2019-12-02,2019,12,336,dry_short,18.25,16.7,8.9,12.8,70.8
2019-12-03,2019,12,337,dry_short,17.17,15.5,9.5,12.5,60.7
2019-12-04,2019,12,338,dry_short,5.54,16.8,8.3,12.5,68.9
2019-12-05,2019,12,339,dry_short,1.88,14.8,7.1,11.0,74.1
2019-12-06,2019,12,340,dry_short,3.67,14.5,8.1,11.3,55.9
2019-12-07,2019,12,341,dry_short,1.95,19.9,8.1,14.0,69.3
2019-12-08,2019,12,342,dry_short,1.67,17.5,8.3,12.9,69.5
2019-12-09,2019,12,343,dry_short,0.94,15.0,11.7,13.4,58.0
2019-12-10,2019,12,344,dry_short,0.67,14.9,8.3,11.6,59.1
2019-12-11,2019,12,345,dry_short,0.76,17.8,8.4,13.1,71.0
2019-12-12,2019,12,346,dry_short,0.28,17.1,9.2,13.2,57.3
2019-12-13,2019,12,347,dry_short,0.8,18.8,9.9,14.3,60.0
2019-12-14,2019,12,348,dry_short,1.75,15.5,9.9,12.7,72.5
2019-12-15,2019,12,349,dry_short,1.48,18.8,10.1,14.4,62.9
2019-12-16,2019,12,350,dry_short,3.18,19.2,9.8,14.5,75.4
2019-12-17,2019,12,351,dry_short,1.97,14.6,11.5,13.1,60.5
2019-12-18,2019,12,352,dry_short,0.6,14.3,10.1,12.2,71.8
2019-12-19,2019,12,353,dry_short,0.37,15.8,9.0,12.4,80.4
2019-12-20,2019,12,354,dry_short,1.16,18.0,9.0,13.5,65.8
2019-12-21,2019,12,355,dry_short,0.69,16.2,9.9,13.1,67.2
2019-12-22,2019,12,356,dry_short,2.39,15.0,10.2,12.6,65.7
2019-12-23,2019,12,357,dry_short,1.83,14.3,10.1,12.2,71.4
2019-12-24,2019,12,358,dry_short,0.94,15.2,6.9,11.0,76.0
2019-12-25,2019,12,359,dry_short,1.76,16.8,10.4,13.6,64.8
2019-12-26,2019,12,360,dry_short,0.58,18.5,9.7,14.1,63.2
2019-12-27,2019,12,361,dry_short,4.48,16.1,5.9,11.0,65.6
2019-12-28,2019,12,362,dry_short,1.59,16.2,8.6,12.4,68.8
2019-12-29,2019,12,363,dry_short,2.23,16.5,10.4,13.4,66.2
2019-12-30,2019,12,364,dry_short,0.22,14.8,9.6,12.2,52.9
2019-12-31,2019,12,365,dry_short,2.13,16.5,11.2,13.9,79.1
2020-01-01,2020,1,1,dry_short,1.13,17.4,8.4,12.9,61.2
2020-01-02,2020,1,2,dry_short,6.2,16.0,10.5,13.2,60.1
2020-01-03,2020,1,3,dry_short,6.79,16.1,10.0,13.1,62.2
2020-01-04,2020,1,4,dry_short,1.05,16.2,10.0,13.1,62.5
2020-01-05,2020,1,5,dry_short,1.98,12.9,9.4,11.2,65.0
2020-01-06,2020,1,6,dry_short,0.04,14.9,9.0,12.0,68.8
2020-01-07,2020,1,7,dry_short,0.06,16.4,10.4,13.4,62.1
2020-01-08,2020,1,8,dry_short,4.52,18.2,10.1,14.2,62.8
2020-01-09,2020,1,9,dry_short,0.56,18.8,8.0,13.4,56.0
2020-01-10,2020,1,10,dry_short,6.43,17.7,9.4,13.5,65.3
2020-01-11,2020,1,11,dry_short,1.01,17.6,8.5,13.0,64.8
2020-01-12,2020,1,12,dry_short,9.41,16.2,9.2,12.7,62.2
2020-01-13,2020,1,13,dry_short,4.57,14.2,9.2,11.7,65.6
2020-01-14,2020,1,14,dry_short,6.64,18.2,10.2,14.2,74.4
2020-01-15,2020,1,15,dry_short,4.6,16.5,7.7,12.1,74.4
2020-01-16,2020,1,16,dry_short,4.43,18.7,11.6,15.2,56.7
2020-01-17,2020,1,17,dry_short,3.02,17.3,8.6,12.9,67.8
2020-01-18,2020,1,18,dry_short,7.1,16.7,10.4,13.5,69.4
2020-01-19,2020,1,19,dry_short,2.43,19.3,9.5,14.4,65.0
2020-01-20,2020,1,20,dry_short,0.53,15.6,8.7,12.2,65.1
2020-01-21,2020,1,21,dry_short,4.0,16.3,8.6,12.4,58.2
2020-01-22,2020,1,22,dry_short,0.32,14.9,10.4,12.7,74.7
2020-01-23,2020,1,23,dry_short,4.78,19.2,10.2,14.7,51.0
2020-01-24,2020,1,24,dry_short,1.65,16.1,10.3,13.2,64.8
2020-01-25,2020,1,25,dry_short,1.3,17.0,9.0,13.0,66.6
2020-01-26,2020,1,26,dry_short,4.56,15.6,10.4,13.0,58.2
2020-01-27,2020,1,27,dry_short,1.25,14.3,9.3,11.8,69.4
2020-01-28,2020,1,28,dry_short,2.02,14.7,10.9,12.8,65.1
2020-01-29,2020,1,29,dry_short,0.14,18.5,8.4,13.5,52.7
2020-01-30,2020,1,30,dry_short,4.27,16.3,10.7,13.5,68.7
2020-01-31,2020,1,31,dry_short,3.62,20.4,8.6,14.5,70.7
2020-02-01,2020,2,32,dry_short,1.29,16.7,11.4,14.0,68.6
2020-02-02,2020,2,33,dry_short,3.17,16.8,10.0,13.4,63.8
2020-02-03,2020,2,34,dry_short,0.15,15.7,8.9,12.3,57.6
2020-02-04,2020,2,35,dry_short,5.34,16.5,10.1,13.3,64.4
2020-02-05,2020,2,36,dry_short,7.89,17.5,9.4,13.4,52.7
2020-02-06,2020,2,37,dry_short,0.12,18.0,8.7,13.3,72.4
2020-02-07,2020,2,38,dry_short,0.83,14.9,12.1,13.5,57.7
2020-02-08,2020,2,39,dry_short,0.25,16.9,9.1,13.0,62.0
2020-02-09,2020,2,40,dry_short,0.45,16.1,10.5,13.3,53.7
2020-02-10,2020,2,41,dry_short,0.88,18.2,7.3,12.7,67.7
2020-02-11,2020,2,42,dry_short,4.84,16.4,11.1,13.8,57.6
2020-02-12,2020,2,43,dry_short,10.36,19.3,8.3,13.8,68.1
2020-02-13,2020,2,44,dry_short,1.95,18.3,5.6,12.0,70.5
2020-02-14,2020,2,45,dry_short,0.08,15.0,8.9,12.0,72.1
2020-02-15,2020,2,46,dry_short,1.9,16.1,9.9,13.0,58.1
2020-02-16,2020,2,47,dry_short,0.1,17.7,7.3,12.5,63.7
2020-02-17,2020,2,48,dry_short,11.41,17.2,8.5,12.9,66.4
2020-02-18,2020,2,49,dry_short,4.26,17.1,10.5,13.8,69.4
2020-02-19,2020,2,50,dry_short,2.23,14.1,7.2,10.6,68.5
2020-02-20,2020,2,51,dry_short,0.41,16.8,10.0,13.4,57.0
2020-02-21,2020,2,52,dry_short,3.45,17.4,7.0,12.2,62.7
2020-02-22,2020,2,53,dry_short,0.17,18.1,9.6,13.9,56.0
2020-02-23,2020,2,54,dry_short,4.2,14.3,9.4,11.8,68.6
2020-02-24,2020,2,55,dry_short,0.57,16.8,9.0,12.9,57.1
2020-02-25,2020,2,56,dry_short,2.13,15.5,9.4,12.5,56.9
2020-02-26,2020,2,57,dry_short,1.55,16.6,7.6,12.1,70.1
2020-02-27,2020,2,58,dry_short,1.47,16.1,9.1,12.6,61.1
2020-02-28,2020,2,59,dry_short,4.19,16.2,9.4,12.8,63.5
2020-02-29,2020,2,60,dry_short,1.03,14.2,9.9,12.1,72.9
2020-03-01,2020,3,61,wet_long,7.24,13.9,5.5,9.7,80.1
2020-03-02,2020,3,62,wet_long,12.05,13.4,7.4,10.4,72.1
2020-03-03,2020,3,63,wet_long,9.2,14.9,5.8,10.3,70.7
2020-03-04,2020,3,64,wet_long,13.65,14.3,7.3,10.8,70.1
2020-03-05,2020,3,65,wet_long,1.36,16.1,7.2,11.7,83.4
2020-03-06,2020,3,66,wet_long,16.02,15.2,6.1,10.7,75.7
2020-03-07,2020,3,67,wet_long,26.9,11.1,5.6,8.4,83.4
2020-03-08,2020,3,68,wet_long,11.78,13.2,6.4,9.8,78.6
2020-03-09,2020,3,69,wet_long,2.89,16.4,5.4,10.9,83.7
2020-03-10,2020,3,70,wet_long,13.3,13.3,6.8,10.0,81.2
2020-03-11,2020,3,71,wet_long,3.82,14.1,8.5,11.3,83.5
2020-03-12,2020,3,72,wet_long,6.63,15.8,7.1,11.5,81.6
2020-03-13,2020,3,73,wet_long,5.59,16.0,5.2,10.6,77.8
2020-03-14,2020,3,74,wet_long,11.35,14.6,7.2,10.9,72.1
2020-03-15,2020,3,75,wet_long,33.59,14.6,6.1,10.3,93.9
2020-03-16,2020,3,76,wet_long,16.63,12.8,7.4,10.1,79.9
2020-03-17,2020,3,77,wet_long,8.43,16.1,6.7,11.4,85.9
2020-03-18,2020,3,78,wet_long,9.39,13.8,7.3,10.5,81.7
2020-03-19,2020,3,79,wet_long,0.81,15.4,6.5,10.9,77.1
2020-03-20,2020,3,80,wet_long,9.84,12.2,5.5,8.8,69.2
2020-03-21,2020,3,81,wet_long,4.34,13.6,8.1,10.9,88.3
2020-03-22,2020,3,82,wet_long,13.64,15.4,7.9,11.7,77.3
2020-03-23,2020,3,83,wet_long,5.4,11.6,6.7,9.1,88.4
2020-03-24,2020,3,84,wet_long,12.33,14.1,6.4,10.2,80.0
2020-03-25,2020,3,85,wet_long,19.7,15.8,8.2,12.0,69.2
2020-03-26,2020,3,86,wet_long,6.39,14.0,5.8,9.9,81.9
2020-03-27,2020,3,87,wet_long,21.9,12.6,5.2,8.9,82.0
2020-03-28,2020,3,88,wet_long,15.62,15.6,7.8,11.7,86.3
2020-03-29,2020,3,89,wet_long,0.3,16.3,7.2,11.7,86.2
2020-03-30,2020,3,90,wet_long,6.88,13.3,8.6,11.0,88.7
2020-03-31,2020,3,91,wet_long,17.02,13.9,6.9,10.4,80.3
2020-04-01,2020,4,92,wet_long,26.15,15.4,6.8,11.1,71.9
2020-04-02,2020,4,93,wet_long,5.94,15.4,7.7,11.5,86.5
2020-04-03,2020,4,94,wet_long,8.97,13.0,5.9,9.4,75.0
2020-04-04,2020,4,95,wet_long,11.19,13.9,6.4,10.2,78.7
2020-04-05,2020,4,96,wet_long,5.29,16.1,6.1,11.1,77.7
2020-04-06,2020,4,97,wet_long,13.2,15.0,7.1,11.0,94.5
2020-04-07,2020,4,98,wet_long,1.79,13.1,4.8,8.9,76.2
2020-04-08,2020,4,99,wet_long,27.5,14.3,8.2,11.3,94.8
2020-04-09,2020,4,100,wet_long,19.24,13.7,4.7,9.2,77.5
2020-04-10,2020,4,101,wet_long,5.96,15.0,6.6,10.8,81.9
2020-04-11,2020,4,102,wet_long,2.56,15.7,6.7,11.2,77.1
2020-04-12,2020,4,103,wet_long,2.67,14.8,7.1,11.0,84.5
2020-04-13,2020,4,104,wet_long,2.86,12.9,7.5,10.2,82.9
2020-04-14,2020,4,105,wet_long,8.5,17.7,7.6,12.7,71.5
2020-04-15,2020,4,106,wet_long,31.28,12.5,3.7,8.1,84.4
2020-04-16,2020,4,107,wet_long,5.76,14.4,4.8,9.6,82.8
2020-04-17,2020,4,108,wet_long,24.58,13.4,4.6,9.0,71.5
2020-04-18,2020,4,109,wet_long,6.37,12.8,5.2,9.0,79.0
2020-04-19,2020,4,110,wet_long,19.38,15.4,6.8,11.1,100.0
2020-04-20,2020,4,111,wet_long,1.86,13.4,5.6,9.5,71.7
2020-04-21,2020,4,112,wet_long,8.72,14.6,4.4,9.5,79.7
2020-04-22,2020,4,113,wet_long,1.71,15.1,9.5,12.3,77.7
2020-04-23,2020,4,114,wet_long,16.0,12.9,5.8,9.4,95.5
2020-04-24,2020,4,115,wet_long,4.83,14.8,5.5,10.2,86.8
2020-04-25,2020,4,116,wet_long,3.61,11.7,5.1,8.4,89.4
2020-04-26,2020,4,117,wet_long,6.73,16.3,7.3,11.8,75.1
2020-04-27,2020,4,118,wet_long,1.93,11.4,7.2,9.3,82.7
2020-04-28,2020,4,119,wet_long,16.11,14.6,7.8,11.2,79.3
2020-04-29,2020,4,120,wet_long,5.92,14.4,6.0,10.2,83.1
2020-04-30,2020,4,121,wet_long,18.75,14.9,5.9,10.4,86.6
2020-05-01,2020,5,122,wet_long,22.71,14.5,7.9,11.2,81.3
2020-05-02,2020,5,123,wet_long,3.02,15.5,5.6,10.6,71.6
2020-05-03,2020,5,124,wet_long,4.23,15.4,5.5,10.5,82.2
2020-05-04,2020,5,125,wet_long,6.9,13.7,6.6,10.2,77.4
2020-05-05,2020,5,126,wet_long,5.86,15.8,4.2,10.0,84.5
2020-05-06,2020,5,127,wet_long,6.59,12.0,6.1,9.1,84.0
2020-05-07,2020,5,128,wet_long,16.84,12.4,6.1,9.3,81.5
2020-05-08,2020,5,129,wet_long,55.91,14.2,6.2,10.2,84.7
2020-05-09,2020,5,130,wet_long,16.63,13.1,7.3,10.2,81.7
2020-05-10,2020,5,131,wet_long,18.99,12.9,5.3,9.1,67.5
2020-05-11,2020,5,132,wet_long,5.58,16.8,5.7,11.3,81.1
2020-05-12,2020,5,133,wet_long,0.53,14.0,5.2,9.6,84.2
2020-05-13,2020,5,134,wet_long,7.53,14.7,6.1,10.4,84.8
2020-05-14,2020,5,135,wet_long,7.43,14.4,9.1,11.8,81.7
2020-05-15,2020,5,136,wet_long,7.58,13.7,7.2,10.5,72.2
2020-05-16,2020,5,137,wet_long,8.01,14.6,8.4,11.5,88.1
2020-05-17,2020,5,138,wet_long,9.02,14.6,5.7,10.2,85.2
2020-05-18,2020,5,139,wet_long,5.88,15.3,6.1,10.7,81.7
2020-05-19,2020,5,140,wet_long,7.61,16.0,3.9,9.9,73.8
2020-05-20,2020,5,141,wet_long,4.89,15.2,5.8,10.5,88.1
2020-05-21,2020,5,142,wet_long,6.14,15.1,7.2,11.1,86.8
2020-05-22,2020,5,143,wet_long,12.82,13.1,5.0,9.0,73.4
2020-05-23,2020,5,144,wet_long,12.41,14.8,6.4,10.6,78.4
2020-05-24,2020,5,145,wet_long,4.44,15.1,6.1,10.6,88.8
2020-05-25,2020,5,146,wet_long,32.41,13.8,8.3,11.1,64.5
2020-05-26,2020,5,147,wet_long,2.42,15.8,6.3,11.0,79.5
2020-05-27,2020,5,148,wet_long,22.91,16.1,6.9,11.5,80.1
2020-05-28,2020,5,149,wet_long,15.95,13.6,7.4,10.5,80.4
2020-05-29,2020,5,150,wet_long,4.73,14.5,7.4,10.9,77.2
2020-05-30,2020,5,151,wet_long,22.49,13.8,7.5,10.7,78.4
2020-05-31,2020,5,152,wet_long,3.93,13.7,7.7,10.7,73.5
2020-06-01,2020,6,153,dry_long,0.47,18.2,9.8,14.0,64.8
2020-06-02,2020,6,154,dry_long,3.16,16.0,9.0,12.5,62.0
2020-06-03,2020,6,155,dry_long,0.7,18.1,10.0,14.0,65.0
2020-06-04,2020,6,156,dry_long,3.28,19.1,8.6,13.9,53.5
2020-06-05,2020,6,157,dry_long,1.77,17.2,11.0,14.1,63.0
2020-06-06,2020,6,158,dry_long,0.43,17.7,9.3,13.5,57.5
2020-06-07,2020,6,159,dry_long,0.59,15.4,11.0,13.2,49.6
2020-06-08,2020,6,160,dry_long,0.29,17.2,9.2,13.2,68.6
2020-06-09,2020,6,161,dry_long,0.04,17.7,9.0,13.4,54.8
2020-06-10,2020,6,162,dry_long,2.66,16.5,9.7,13.1,46.6
2020-06-11,2020,6,163,dry_long,1.21,16.3,9.0,12.6,68.1
2020-06-12,2020,6,164,dry_long,4.03,17.6,9.9,13.7,60.4
2020-06-13,2020,6,165,dry_long,0.5,16.4,8.4,12.4,61.8
2020-06-14,2020,6,166,dry_long,2.43,17.9,8.8,13.4,48.6
2020-06-15,2020,6,167,dry_long,4.93,16.7,12.3,14.5,54.0
2020-06-16,2020,6,168,dry_long,1.23,15.0,10.1,12.6,63.5
2020-06-17,2020,6,169,dry_long,0.44,17.2,10.7,13.9,55.0
2020-06-18,2020,6,170,dry_long,1.12,18.2,10.5,14.3,48.6
2020-06-19,2020,6,171,dry_long,0.12,15.9,9.7,12.8,55.8
