event_id,gorilla_id,event_date,group_id,illness_type,severity,days_ill,recovered,veterinary_treated,transmission_source,linked_tourist_visit
GHE-14057,G-0070,2017-05-28,Hirwa,gastrointestinal,moderate,10,True,True,background_seasonal,
GHE-14056,G-0070,2017-05-25,Hirwa,respiratory,moderate,17,True,False,background_seasonal,
GHE-14091,G-0070,2018-07-28,Hirwa,gastrointestinal,moderate,10,True,True,background_seasonal,
GHE-14089,G-0070,2018-05-28,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14088,G-0070,2018-05-20,Hirwa,respiratory,moderate,9,True,False,background_seasonal,
GHE-14087,G-0070,2018-05-17,Hirwa,respiratory,moderate,10,True,True,background_seasonal,
GHE-14086,G-0070,2018-04-28,Hirwa,respiratory,moderate,15,True,True,tourism_linked,2018-04-20
GHE-14082,G-0070,2018-03-24,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14078,G-0070,2018-01-31,Hirwa,gastrointestinal,moderate,13,True,True,background_seasonal,
GHE-14098,G-0070,2018-10-22,Hirwa,respiratory,moderate,14,True,False,background_seasonal,
GHE-01567,G-0014,2019-02-28,Susa,respiratory,moderate,8,True,True,tourism_linked,2019-02-22
GHE-01561,G-0014,2018-10-12,Susa,respiratory,moderate,7,True,True,background_seasonal,
GHE-01556,G-0014,2018-02-16,Susa,respiratory,moderate,14,True,False,background_seasonal,
GHE-01555,G-0014,2018-01-17,Susa,respiratory,moderate,12,True,True,background_seasonal,
GHE-14096,G-0070,2018-10-25,Hirwa,respiratory,moderate,15,True,True,tourism_linked,2018-10-12
GHE-14112,G-0070,2019-03-27,Hirwa,respiratory,moderate,13,True,True,background_seasonal,
GHE-14111,G-0070,2019-03-15,Hirwa,respiratory,moderate,14,True,True,background_seasonal,
GHE-14105,G-0070,2018-12-02,Hirwa,respiratory,moderate,11,True,True,background_seasonal,
GHE-14099,G-0070,2018-10-26,Hirwa,respiratory,moderate,17,True,True,background_seasonal,
GHE-14136,G-0070,2020-04-20,Hirwa,respiratory,moderate,10,True,True,background_seasonal,
GHE-14135,G-0070,2020-04-08,Hirwa,gastrointestinal,moderate,15,True,False,background_seasonal,
GHE-14134,G-0070,2020-04-01,Hirwa,respiratory,moderate,13,True,True,background_seasonal,
GHE-14133,G-0070,2020-03-14,Hirwa,respiratory,moderate,11,True,True,background_seasonal,
GHE-14131,G-0070,2020-01-31,Hirwa,gastrointestinal,moderate,17,True,True,background_seasonal,
GHE-14129,G-0070,2020-01-06,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14128,G-0070,2019-11-02,Hirwa,respiratory,moderate,12,True,True,background_seasonal,
GHE-14123,G-0070,2019-09-10,Hirwa,respiratory,moderate,13,True,True,tourism_linked,2019-08-31
GHE-14122,G-0070,2019-08-12,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14155,G-0070,2021-01-18,Hirwa,gastrointestinal,moderate,18,True,True,background_seasonal,
GHE-14154,G-0070,2021-01-13,Hirwa,gastrointestinal,moderate,8,True,True,background_seasonal,
GHE-14152,G-0070,2020-12-28,Hirwa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14148,G-0070,2020-11-08,Hirwa,respiratory,moderate,13,True,True,tourism_linked,2020-11-01
GHE-14147,G-0070,2020-11-07,Hirwa,respiratory,moderate,11,True,True,tourism_linked,2020-10-31
GHE-14143,G-0070,2020-08-25,Hirwa,respiratory,moderate,17,True,True,background_seasonal,
GHE-01551,G-0014,2017-10-30,Susa,respiratory,moderate,14,True,True,background_seasonal,
GHE-01540,G-0014,2016-12-06,Susa,respiratory,moderate,14,True,True,background_seasonal,
GHE-14160,G-0070,2021-03-21,Hirwa,respiratory,moderate,14,True,True,background_seasonal,
GHE-14157,G-0070,2021-02-20,Hirwa,other,moderate,15,True,True,background_seasonal,
GHE-14181,G-0070,2022-05-06,Hirwa,respiratory,moderate,10,True,True,tourism_linked,2022-04-24
GHE-14175,G-0070,2021-12-03,Hirwa,gastrointestinal,moderate,9,True,True,background_seasonal,
GHE-14171,G-0070,2021-10-06,Hirwa,respiratory,moderate,7,True,True,background_seasonal,
GHE-14169,G-0070,2021-09-05,Hirwa,respiratory,moderate,9,True,True,tourism_linked,2021-09-02
GHE-14168,G-0070,2021-09-03,Hirwa,respiratory,moderate,18,True,True,background_seasonal,
GHE-14163,G-0070,2021-05-02,Hirwa,other,moderate,8,True,False,background_seasonal,
GHE-14195,G-0070,2023-03-04,Hirwa,respiratory,moderate,14,True,False,tourism_linked,2023-02-21
GHE-14194,G-0070,2023-02-01,Hirwa,dermatological,moderate,7,True,True,background_seasonal,
GHE-14192,G-0070,2022-12-23,Hirwa,respiratory,moderate,10,True,True,tourism_linked,2022-12-20
GHE-14187,G-0070,2022-05-22,Hirwa,respiratory,moderate,13,True,True,background_seasonal,
GHE-14185,G-0070,2022-05-11,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14218,G-0072,2015-04-17,Hirwa,respiratory,moderate,10,True,True,background_seasonal,
GHE-14212,G-0070,2023-12-02,Hirwa,respiratory,moderate,13,True,True,tourism_linked,2023-11-30
GHE-14211,G-0070,2023-10-12,Hirwa,injury,moderate,13,True,True,background_seasonal,
GHE-14207,G-0070,2023-08-27,Hirwa,respiratory,moderate,11,True,False,background_seasonal,
GHE-14206,G-0070,2023-08-28,Hirwa,respiratory,moderate,9,True,True,tourism_linked,2023-08-18
GHE-14203,G-0070,2023-06-09,Hirwa,respiratory,moderate,7,True,True,background_seasonal,
GHE-14238,G-0072,2016-10-02,Hirwa,respiratory,moderate,12,True,True,background_seasonal,
GHE-14234,G-0072,2016-06-30,Hirwa,respiratory,moderate,8,True,True,tourism_linked,2016-06-24
GHE-14224,G-0072,2015-10-26,Hirwa,injury,moderate,18,True,True,background_seasonal,
GHE-14222,G-0072,2015-08-29,Hirwa,respiratory,moderate,16,True,True,background_seasonal,
GHE-14256,G-0072,2018-04-17,Hirwa,respiratory,moderate,18,True,True,background_seasonal,
GHE-14255,G-0072,2018-04-06,Hirwa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14252,G-0072,2017-12-15,Hirwa,respiratory,moderate,12,True,True,background_seasonal,
GHE-14250,G-0072,2017-05-20,Hirwa,respiratory,moderate,13,True,True,background_seasonal,
GHE-14246,G-0072,2017-02-25,Hirwa,gastrointestinal,moderate,18,True,True,background_seasonal,
GHE-14244,G-0072,2017-02-09,Hirwa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14242,G-0072,2017-01-09,Hirwa,gastrointestinal,moderate,13,True,False,background_seasonal,
GHE-14258,G-0072,2018-06-09,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-01535,G-0014,2016-04-01,Susa,respiratory,moderate,9,True,True,background_seasonal,
GHE-01530,G-0014,2015-10-30,Susa,respiratory,moderate,9,True,False,background_seasonal,
GHE-14273,G-0072,2019-11-08,Hirwa,respiratory,moderate,12,True,True,background_seasonal,
GHE-14270,G-0072,2019-10-11,Hirwa,respiratory,moderate,18,True,False,background_seasonal,
GHE-14267,G-0072,2019-06-23,Hirwa,respiratory,moderate,13,True,True,background_seasonal,
GHE-14265,G-0072,2019-04-26,Hirwa,respiratory,moderate,13,True,True,background_seasonal,
GHE-14264,G-0072,2019-04-21,Hirwa,respiratory,moderate,10,True,True,background_seasonal,
GHE-14263,G-0072,2019-03-27,Hirwa,respiratory,moderate,16,True,True,background_seasonal,
GHE-14294,G-0072,2021-12-17,Hirwa,respiratory,moderate,18,True,True,background_seasonal,
GHE-14293,G-0072,2021-11-30,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14291,G-0072,2021-10-31,Hirwa,dermatological,moderate,18,True,True,background_seasonal,
GHE-14289,G-0072,2021-10-04,Hirwa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14288,G-0072,2021-08-16,Hirwa,respiratory,moderate,8,True,False,background_seasonal,
GHE-14284,G-0072,2020-12-24,Hirwa,other,moderate,8,True,False,background_seasonal,
GHE-14280,G-0072,2020-04-15,Hirwa,dermatological,moderate,17,True,True,background_seasonal,
GHE-14279,G-0072,2020-04-12,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14309,G-0072,2022-10-19,Hirwa,gastrointestinal,moderate,7,True,True,background_seasonal,
GHE-14301,G-0072,2022-04-28,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14299,G-0072,2022-04-13,Hirwa,respiratory,moderate,12,True,False,tourism_linked,2022-03-31
GHE-14298,G-0072,2022-04-02,Hirwa,respiratory,moderate,8,True,False,background_seasonal,
GHE-14297,G-0072,2022-03-30,Hirwa,respiratory,moderate,8,True,False,background_seasonal,
GHE-14296,G-0072,2022-02-27,Hirwa,respiratory,moderate,18,True,True,tourism_linked,2022-02-14
GHE-14331,G-0073,2015-08-09,Hirwa,respiratory,moderate,14,True,True,tourism_linked,2015-07-31
GHE-14330,G-0073,2015-07-30,Hirwa,respiratory,moderate,15,True,False,background_seasonal,
GHE-14314,G-0072,2023-04-19,Hirwa,dermatological,moderate,9,True,False,background_seasonal,
GHE-14313,G-0072,2023-04-07,Hirwa,dermatological,moderate,14,True,False,background_seasonal,
GHE-01516,G-0014,2015-01-13,Susa,respiratory,moderate,15,True,True,background_seasonal,
GHE-01512,G-0013,2023-09-06,Susa,respiratory,moderate,18,True,True,background_seasonal,
GHE-01510,G-0013,2023-08-21,Susa,respiratory,moderate,10,True,True,tourism_linked,2023-08-11
GHE-01508,G-0013,2023-06-29,Susa,respiratory,moderate,9,True,True,background_seasonal,
GHE-01505,G-0013,2023-05-12,Susa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14336,G-0073,2015-11-30,Hirwa,injury,moderate,13,True,True,background_seasonal,
GHE-14334,G-0073,2015-10-29,Hirwa,injury,moderate,7,True,True,background_seasonal,
GHE-14333,G-0073,2015-09-19,Hirwa,respiratory,moderate,14,True,True,background_seasonal,
GHE-14356,G-0073,2016-12-17,Hirwa,respiratory,moderate,16,True,False,background_seasonal,
GHE-14355,G-0073,2016-12-12,Hirwa,gastrointestinal,moderate,17,True,True,background_seasonal,
GHE-14354,G-0073,2016-12-08,Hirwa,dermatological,moderate,17,True,True,background_seasonal,
GHE-14351,G-0073,2016-10-30,Hirwa,respiratory,moderate,15,True,True,tourism_linked,2016-10-22
GHE-14350,G-0073,2016-10-22,Hirwa,respiratory,moderate,11,True,True,background_seasonal,
GHE-14348,G-0073,2016-09-17,Hirwa,respiratory,moderate,17,True,False,background_seasonal,
GHE-14340,G-0073,2016-03-29,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14338,G-0073,2016-03-11,Hirwa,respiratory,moderate,13,True,True,background_seasonal,
GHE-14378,G-0073,2017-10-24,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14375,G-0073,2017-10-12,Hirwa,injury,moderate,11,True,True,background_seasonal,
GHE-14373,G-0073,2017-09-21,Hirwa,dermatological,moderate,7,True,True,background_seasonal,
GHE-14372,G-0073,2017-08-25,Hirwa,respiratory,moderate,17,True,True,background_seasonal,
GHE-14368,G-0073,2017-05-16,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14367,G-0073,2017-05-15,Hirwa,gastrointestinal,moderate,12,True,True,background_seasonal,
GHE-14362,G-0073,2017-03-29,Hirwa,respiratory,moderate,8,True,True,tourism_linked,2017-03-23
GHE-14358,G-0073,2017-01-22,Hirwa,respiratory,moderate,7,True,True,background_seasonal,
GHE-01502,G-0013,2023-04-02,Susa,other,moderate,11,True,True,background_seasonal,
GHE-01496,G-0013,2022-07-25,Susa,respiratory,moderate,17,True,False,tourism_linked,2022-07-17
GHE-01495,G-0013,2022-04-30,Susa,other,moderate,10,True,True,background_seasonal,
GHE-14381,G-0073,2017-11-20,Hirwa,injury,moderate,8,True,True,background_seasonal,
GHE-14380,G-0073,2017-11-22,Hirwa,respiratory,moderate,15,True,True,tourism_linked,2017-11-09
GHE-14379,G-0073,2017-11-06,Hirwa,respiratory,moderate,9,True,True,tourism_linked,2017-10-28
GHE-14399,G-0073,2018-09-06,Hirwa,respiratory,moderate,18,True,False,tourism_linked,2018-08-28
GHE-14395,G-0073,2018-06-23,Hirwa,respiratory,moderate,13,True,True,background_seasonal,
GHE-14394,G-0073,2018-06-18,Hirwa,respiratory,moderate,18,True,False,tourism_linked,2018-06-14
GHE-14390,G-0073,2018-04-18,Hirwa,gastrointestinal,moderate,12,True,True,background_seasonal,
GHE-14418,G-0073,2020-01-06,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14415,G-0073,2019-11-22,Hirwa,injury,moderate,18,True,True,background_seasonal,
GHE-14413,G-0073,2019-10-06,Hirwa,respiratory,moderate,17,True,True,background_seasonal,
GHE-14408,G-0073,2019-05-11,Hirwa,gastrointestinal,moderate,14,True,False,background_seasonal,
GHE-14407,G-0073,2019-05-05,Hirwa,respiratory,moderate,7,True,True,background_seasonal,
GHE-01487,G-0013,2021-10-26,Susa,respiratory,moderate,17,True,True,background_seasonal,
GHE-01484,G-0013,2021-04-30,Susa,respiratory,moderate,9,True,False,background_seasonal,
GHE-01480,G-0013,2021-02-14,Susa,respiratory,moderate,10,True,True,tourism_linked,2021-02-05
GHE-01477,G-0013,2021-01-05,Susa,respiratory,moderate,15,True,True,background_seasonal,
GHE-01476,G-0013,2020-10-26,Susa,other,moderate,17,True,True,background_seasonal,
GHE-01475,G-0013,2020-06-01,Susa,respiratory,moderate,14,True,True,background_seasonal,
GHE-01473,G-0013,2020-04-15,Susa,respiratory,moderate,10,True,True,background_seasonal,
GHE-14456,G-0073,2022-10-16,Hirwa,respiratory,moderate,12,True,True,tourism_linked,2022-10-09
GHE-14455,G-0073,2022-06-02,Hirwa,respiratory,moderate,11,True,True,background_seasonal,
GHE-14451,G-0073,2022-04-09,Hirwa,injury,moderate,11,True,False,background_seasonal,
GHE-14447,G-0073,2022-03-07,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14446,G-0073,2022-02-27,Hirwa,injury,moderate,18,True,True,background_seasonal,
GHE-14441,G-0073,2021-10-14,Hirwa,gastrointestinal,moderate,18,True,False,background_seasonal,
GHE-14440,G-0073,2021-10-04,Hirwa,respiratory,moderate,13,True,True,background_seasonal,
GHE-14439,G-0073,2021-09-13,Hirwa,dermatological,moderate,7,True,True,background_seasonal,
GHE-14437,G-0073,2021-05-29,Hirwa,respiratory,moderate,14,True,True,background_seasonal,
GHE-14477,G-0073,2023-07-26,Hirwa,gastrointestinal,moderate,14,True,True,background_seasonal,
GHE-14476,G-0073,2023-07-27,Hirwa,respiratory,moderate,13,True,False,tourism_linked,2023-07-17
GHE-14474,G-0073,2023-05-26,Hirwa,respiratory,moderate,15,True,False,background_seasonal,
GHE-14472,G-0073,2023-05-10,Hirwa,respiratory,moderate,16,True,True,background_seasonal,
GHE-14470,G-0073,2023-03-27,Hirwa,gastrointestinal,moderate,7,True,True,background_seasonal,
GHE-14469,G-0073,2023-03-13,Hirwa,respiratory,moderate,16,True,True,background_seasonal,
GHE-14466,G-0073,2023-02-13,Hirwa,respiratory,moderate,18,True,True,background_seasonal,
GHE-14465,G-0073,2023-02-05,Hirwa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14460,G-0073,2023-01-01,Hirwa,gastrointestinal,moderate,13,True,True,background_seasonal,
GHE-14459,G-0073,2022-12-30,Hirwa,respiratory,moderate,18,True,True,tourism_linked,2022-12-25
GHE-14493,G-0074,2015-05-05,Hirwa,respiratory,moderate,15,True,False,background_seasonal,
GHE-14492,G-0074,2015-04-18,Hirwa,respiratory,moderate,17,True,False,background_seasonal,
GHE-14491,G-0074,2015-04-12,Hirwa,respiratory,moderate,18,True,True,background_seasonal,
GHE-14487,G-0074,2015-01-28,Hirwa,gastrointestinal,moderate,10,True,True,background_seasonal,
GHE-14485,G-0073,2024-01-03,Hirwa,respiratory,moderate,7,True,True,background_seasonal,
GHE-14482,G-0073,2023-12-02,Hirwa,respiratory,moderate,12,True,True,background_seasonal,
GHE-14480,G-0073,2023-10-31,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14504,G-0074,2015-12-16,Hirwa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14502,G-0074,2015-11-02,Hirwa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14501,G-0074,2015-10-23,Hirwa,gastrointestinal,moderate,10,True,False,background_seasonal,
GHE-14499,G-0074,2015-08-13,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14495,G-0074,2015-06-03,Hirwa,respiratory,moderate,16,True,True,background_seasonal,
GHE-01471,G-0013,2020-03-27,Susa,respiratory,moderate,12,True,True,tourism_linked,2020-03-24
GHE-01470,G-0013,2020-03-23,Susa,respiratory,moderate,8,True,True,background_seasonal,
GHE-01465,G-0013,2019-11-15,Susa,respiratory,moderate,10,True,True,background_seasonal,
GHE-01464,G-0013,2019-11-11,Susa,respiratory,moderate,11,True,True,background_seasonal,
GHE-01460,G-0013,2019-04-06,Susa,respiratory,moderate,14,True,False,background_seasonal,
GHE-01458,G-0013,2019-03-01,Susa,respiratory,moderate,7,True,True,background_seasonal,
GHE-01457,G-0013,2019-02-27,Susa,dermatological,moderate,13,True,True,background_seasonal,
GHE-14512,G-0074,2016-05-29,Hirwa,respiratory,moderate,15,True,False,background_seasonal,
GHE-14528,G-0074,2018-05-21,Hirwa,respiratory,moderate,14,True,True,background_seasonal,
GHE-14519,G-0074,2017-08-27,Hirwa,respiratory,moderate,14,True,True,background_seasonal,
GHE-14518,G-0074,2017-04-20,Hirwa,respiratory,moderate,12,True,True,background_seasonal,
GHE-14513,G-0074,2016-07-14,Hirwa,respiratory,moderate,11,True,True,tourism_linked,2016-07-10
GHE-14549,G-0074,2019-11-21,Hirwa,respiratory,moderate,14,True,False,tourism_linked,2019-11-10
GHE-14545,G-0074,2019-07-29,Hirwa,respiratory,moderate,12,True,False,background_seasonal,
GHE-14536,G-0074,2019-02-08,Hirwa,respiratory,moderate,8,True,True,tourism_linked,2019-02-04
GHE-14535,G-0074,2018-12-19,Hirwa,respiratory,moderate,10,True,True,background_seasonal,
GHE-14563,G-0074,2020-06-23,Hirwa,respiratory,moderate,14,True,True,background_seasonal,
GHE-14558,G-0074,2020-04-02,Hirwa,respiratory,moderate,11,True,True,tourism_linked,2020-03-29
GHE-14553,G-0074,2019-12-20,Hirwa,respiratory,moderate,12,True,True,background_seasonal,
GHE-14578,G-0074,2021-09-06,Hirwa,respiratory,moderate,9,True,True,tourism_linked,2021-08-26
GHE-01455,G-0013,2019-01-01,Susa,gastrointestinal,moderate,16,True,True,background_seasonal,
GHE-01453,G-0013,2018-11-20,Susa,respiratory,moderate,17,True,True,background_seasonal,
GHE-01448,G-0013,2018-06-28,Susa,dermatological,moderate,14,True,True,background_seasonal,
GHE-01445,G-0013,2018-04-26,Susa,respiratory,moderate,13,True,True,tourism_linked,2018-04-14
GHE-01441,G-0013,2018-01-23,Susa,respiratory,moderate,14,True,False,background_seasonal,
GHE-14575,G-0074,2021-07-29,Hirwa,respiratory,moderate,14,True,True,tourism_linked,2021-07-22
GHE-14595,G-0074,2023-06-12,Hirwa,respiratory,moderate,12,True,True,tourism_linked,2023-06-06
GHE-14593,G-0074,2023-04-09,Hirwa,respiratory,moderate,17,True,False,background_seasonal,
GHE-14590,G-0074,2022-12-31,Hirwa,respiratory,moderate,10,True,True,background_seasonal,
GHE-14582,G-0074,2022-01-29,Hirwa,respiratory,moderate,17,True,True,background_seasonal,
GHE-14580,G-0074,2021-10-03,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14614,G-0075,2016-11-02,Hirwa,respiratory,moderate,12,True,True,background_seasonal,
GHE-14611,G-0075,2016-09-02,Hirwa,respiratory,moderate,14,True,True,tourism_linked,2016-08-29
GHE-14605,G-0075,2015-09-25,Hirwa,respiratory,moderate,15,True,True,tourism_linked,2015-09-22
GHE-14602,G-0075,2015-05-09,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14601,G-0075,2015-03-18,Hirwa,gastrointestinal,moderate,13,True,False,background_seasonal,
GHE-14599,G-0075,2015-02-19,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14597,G-0074,2023-12-05,Hirwa,respiratory,moderate,15,True,True,tourism_linked,2023-11-26
GHE-14628,G-0075,2018-03-04,Hirwa,respiratory,moderate,11,True,True,tourism_linked,2018-02-27
GHE-14624,G-0075,2017-08-22,Hirwa,respiratory,moderate,17,True,True,background_seasonal,
GHE-14623,G-0075,2017-08-15,Hirwa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14621,G-0075,2017-05-29,Hirwa,respiratory,moderate,16,True,False,tourism_linked,2017-05-25
GHE-14620,G-0075,2017-04-29,Hirwa,other,moderate,8,True,True,background_seasonal,
GHE-14617,G-0075,2017-03-25,Hirwa,respiratory,moderate,8,True,False,background_seasonal,
GHE-14651,G-0075,2020-11-23,Hirwa,respiratory,moderate,14,True,True,background_seasonal,
GHE-14650,G-0075,2020-08-10,Hirwa,respiratory,moderate,18,True,False,background_seasonal,
GHE-14644,G-0075,2020-03-28,Hirwa,respiratory,moderate,15,True,True,tourism_linked,2020-03-24
GHE-14639,G-0075,2019-12-16,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14638,G-0075,2019-10-24,Hirwa,respiratory,moderate,16,True,True,background_seasonal,
GHE-14637,G-0075,2019-08-06,Hirwa,respiratory,moderate,18,True,True,background_seasonal,
GHE-14636,G-0075,2019-04-23,Hirwa,respiratory,moderate,17,True,True,background_seasonal,
GHE-14634,G-0075,2019-03-09,Hirwa,respiratory,moderate,10,True,True,background_seasonal,
GHE-14664,G-0075,2022-01-25,Hirwa,respiratory,moderate,18,True,True,tourism_linked,2022-01-17
GHE-14663,G-0075,2022-01-09,Hirwa,respiratory,moderate,11,True,True,background_seasonal,
GHE-14660,G-0075,2021-11-06,Hirwa,gastrointestinal,moderate,9,True,False,background_seasonal,
GHE-14659,G-0075,2021-11-04,Hirwa,respiratory,moderate,16,True,True,background_seasonal,
GHE-14657,G-0075,2021-07-09,Hirwa,respiratory,moderate,7,True,False,tourism_linked,2021-06-28
GHE-14654,G-0075,2021-04-19,Hirwa,respiratory,moderate,12,True,True,tourism_linked,2021-04-07
GHE-14653,G-0075,2021-04-01,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14684,G-0075,2023-10-29,Hirwa,respiratory,moderate,16,True,True,tourism_linked,2023-10-22
GHE-14681,G-0075,2023-03-31,Hirwa,respiratory,moderate,10,True,True,background_seasonal,
GHE-14676,G-0075,2023-01-09,Hirwa,respiratory,moderate,16,True,True,background_seasonal,
GHE-14701,G-0076,2016-03-19,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14697,G-0076,2016-01-21,Hirwa,respiratory,moderate,10,True,True,tourism_linked,2016-01-09
GHE-14694,G-0076,2015-11-06,Hirwa,respiratory,moderate,8,True,False,background_seasonal,
GHE-14692,G-0076,2015-08-19,Hirwa,injury,moderate,17,True,True,background_seasonal,
GHE-14689,G-0076,2015-07-16,Hirwa,respiratory,moderate,7,True,True,tourism_linked,2015-07-07
GHE-14719,G-0076,2017-07-02,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14717,G-0076,2017-05-14,Hirwa,respiratory,moderate,11,True,True,background_seasonal,
GHE-14713,G-0076,2017-03-14,Hirwa,dermatological,moderate,13,True,True,background_seasonal,
GHE-14710,G-0076,2016-12-06,Hirwa,respiratory,moderate,17,True,True,background_seasonal,
GHE-14708,G-0076,2016-10-24,Hirwa,respiratory,moderate,12,True,True,background_seasonal,
GHE-14705,G-0076,2016-08-15,Hirwa,gastrointestinal,moderate,12,True,True,background_seasonal,
GHE-14704,G-0076,2016-07-19,Hirwa,respiratory,moderate,18,True,True,tourism_linked,2016-07-13
GHE-14703,G-0076,2016-07-04,Hirwa,respiratory,moderate,17,True,True,tourism_linked,2016-06-25
GHE-14722,G-0076,2017-11-28,Hirwa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14721,G-0076,2017-11-15,Hirwa,respiratory,moderate,11,True,True,background_seasonal,
GHE-01440,G-0013,2017-11-08,Susa,respiratory,moderate,18,True,False,background_seasonal,
GHE-01439,G-0013,2017-10-27,Susa,gastrointestinal,moderate,16,True,True,background_seasonal,
GHE-01437,G-0013,2017-07-19,Susa,respiratory,moderate,8,True,True,background_seasonal,
GHE-01427,G-0013,2016-07-23,Susa,respiratory,moderate,17,True,True,tourism_linked,2016-07-14
GHE-01426,G-0013,2016-05-20,Susa,respiratory,moderate,11,True,False,background_seasonal,
GHE-14737,G-0076,2018-10-28,Hirwa,respiratory,moderate,7,True,True,background_seasonal,
GHE-14734,G-0076,2018-08-19,Hirwa,respiratory,moderate,8,True,True,background_seasonal,
GHE-14732,G-0076,2018-05-08,Hirwa,gastrointestinal,moderate,18,True,False,background_seasonal,
GHE-14729,G-0076,2018-03-15,Hirwa,other,moderate,13,True,True,background_seasonal,
GHE-14724,G-0076,2017-12-03,Hirwa,respiratory,moderate,18,True,True,tourism_linked,2017-11-30
GHE-14756,G-0076,2021-11-19,Hirwa,respiratory,moderate,9,True,True,tourism_linked,2021-11-11
GHE-14753,G-0076,2021-05-17,Hirwa,other,moderate,8,True,True,background_seasonal,
GHE-14743,G-0076,2020-03-12,Hirwa,respiratory,moderate,7,True,True,background_seasonal,
GHE-14775,G-0076,2023-05-06,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14774,G-0076,2023-04-16,Hirwa,respiratory,moderate,7,True,False,background_seasonal,
GHE-14773,G-0076,2023-04-11,Hirwa,respiratory,moderate,10,True,True,background_seasonal,
GHE-14769,G-0076,2023-03-12,Hirwa,respiratory,moderate,7,True,True,tourism_linked,2023-03-05
GHE-14766,G-0076,2022-10-15,Hirwa,respiratory,moderate,8,True,True,tourism_linked,2022-10-06
GHE-14765,G-0076,2022-10-07,Hirwa,other,moderate,13,True,True,background_seasonal,
GHE-14764,G-0076,2022-08-27,Hirwa,respiratory,moderate,10,True,False,background_seasonal,
GHE-14761,G-0076,2022-03-08,Hirwa,respiratory,moderate,13,True,True,background_seasonal,
GHE-14760,G-0076,2022-02-26,Hirwa,respiratory,moderate,9,True,True,background_seasonal,
GHE-14759,G-0076,2022-02-03,Hirwa,respiratory,moderate,17,True,True,background_seasonal,
GHE-14795,G-0077,2016-03-23,Hirwa,respiratory,moderate,18,True,True,background_seasonal,
GHE-14793,G-0077,2016-02-09,Hirwa,respiratory,moderate,8,True,False,background_seasonal,
GHE-14782,G-0077,2015-03-01,Hirwa,respiratory,moderate,16,True,True,background_seasonal,
GHE-14781,G-0077,2015-02-18,Hirwa,respiratory,moderate,16,True,False,tourism_linked,2015-02-12
GHE-14779,G-0077,2015-01-28,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14811,G-0077,2017-03-18,Hirwa,respiratory,moderate,15,True,True,background_seasonal,
GHE-14809,G-0077,2016-11-12,Hirwa,respiratory,moderate,18,True,True,background_seasonal,
GHE-14807,G-0077,2016-10-21,Hirwa,respiratory,moderate,16,True,True,background_seasonal,
GHE-14803,G-0077,2016-06-01,Hirwa,respiratory,moderate,14,True,True,background_seasonal,
GHE-14798,G-0077,2016-04-17,Hirwa,respiratory,moderate,9,True,False,background_seasonal,
GHE-01422,G-0013,2016-02-20,Susa,respiratory,moderate,17,True,False,background_seasonal,
GHE-01414,G-0013,2015-03-18,Susa,respiratory,moderate,14,True,True,background_seasonal,
GHE-01413,G-0013,2015-02-02,Susa,dermatological,moderate,10,True,True,background_seasonal,
GHE-01412,G-0013,2015-01-23,Susa,gastrointestinal,moderate,16,True,False,background_seasonal,
